"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LIMA",,,,,,,,,
"Viviendas particulares (001)",1413316,51714,56445,47043,52823,15541,20729,8233,1160788
"Ocupantes presentes (002)",6276823,250730,277813,231923,251813,71573,93945,37396,5061630
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1078964,47753,51084,41753,45062,12424,16582,6712,857594
"Ocupantes presentes (005)",5121962,236220,257273,212231,222812,60118,78414,31859,4023035
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",249780,1920,2819,3513,4984,2121,2960,1060,230403
"Ocupantes presentes (008)",846753,6741,10519,13007,18467,7930,10910,3834,775345
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",54153,620,821,769,1366,599,744,303,48931
"Ocupantes presentes (011)",197152,2289,3226,2776,5332,2097,2851,1078,177503
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",19830,564,711,645,800,315,320,121,16354
"Ocupantes presentes (014)",72296,2115,2788,2519,2938,1099,1252,489,59096
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",13,,8,,1,,,,4
"Ocupantes presentes (017)",52,,28,,7,,,,17
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",7076,778,897,280,417,45,82,23,4554
"Ocupantes presentes (020)",27974,3067,3598,1061,1584,197,379,98,17990
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3342,69,101,72,158,36,41,14,2851
"Ocupantes presentes (023)",10121,261,367,302,554,128,139,38,8332
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",158,10,4,11,35,1,,,97
"Ocupantes presentes (026)",513,37,14,27,119,4,,,312
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1412976,51679,56400,47039,52803,15539,20726,8232,1160558
"Ocupantes presentes (029)",6275412,250573,277632,231912,251735,71566,93935,37391,5060668
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1078637,47718,51047,41749,45043,12422,16579,6711,857368
"Ocupantes presentes (032)",5120603,236063,257120,212220,222741,60111,78404,31854,4022090
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",249780,1920,2819,3513,4984,2121,2960,1060,230403
"Ocupantes presentes (035)",846753,6741,10519,13007,18467,7930,10910,3834,775345
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",54153,620,821,769,1366,599,744,303,48931
"Ocupantes presentes (038)",197152,2289,3226,2776,5332,2097,2851,1078,177503
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",19830,564,711,645,800,315,320,121,16354
"Ocupantes presentes (041)",72296,2115,2788,2519,2938,1099,1252,489,59096
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",7076,778,897,280,417,45,82,23,4554
"Ocupantes presentes (047)",27974,3067,3598,1061,1584,197,379,98,17990
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3342,69,101,72,158,36,41,14,2851
"Ocupantes presentes (050)",10121,261,367,302,554,128,139,38,8332
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",158,10,4,11,35,1,,,97
"Ocupantes presentes (053)",513,37,14,27,119,4,,,312
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",340,35,45,4,20,2,3,1,230
"Ocupantes presentes (056)",1411,157,181,11,78,7,10,5,962
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",327,35,37,4,19,2,3,1,226
"Ocupantes presentes (059)",1359,157,153,11,71,7,10,5,945
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",13,,8,,1,,,,4
"Ocupantes presentes (071)",52,,28,,7,,,,17
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
