"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ESPINAR (000)",23939,532,7399,8044,5994,1970
"Empleado (001)",2893,35,1014,1270,550,24
"Obrero (002)",3677,27,1404,1331,808,107
"Trabajador independiente (003)",10875,81,2495,3678,3279,1342
"Empleador o patrono (004)",222,1,64,73,70,14
"Trabajador familiar no remunerado (005)",4957,346,1684,1342,1133,452
"Trabajador del hogar (006)",240,24,157,24,25,10
"Desocupado (008)",1075,18,581,326,129,21
"Hombres (009)",14223,288,4263,4837,3688,1147
"Empleado (010)",1944,20,582,882,442,18
"Obrero (011)",3240,19,1232,1201,714,74
"Trabajador independiente (012)",6512,51,1313,2131,2130,887
"Empleador o patrono (013)",157,1,43,47,54,12
"Trabajador familiar no remunerado (014)",1546,185,672,322,226,141
"Trabajador del hogar (015)",27,2,15,3,6,1
"Desocupado (017)",797,10,406,251,116,14
"Mujeres (018)",9716,244,3136,3207,2306,823
"Empleado (019)",949,15,432,388,108,6
"Obrero (020)",437,8,172,130,94,33
"Trabajador independiente (021)",4363,30,1182,1547,1149,455
"Empleador o patrono (022)",65,,21,26,16,2
"Trabajador familiar no remunerado (023)",3411,161,1012,1020,907,311
"Trabajador del hogar (024)",213,22,142,21,19,9
"Desocupado (026)",278,8,175,75,13,7
,,,,,,
"URBANA (027)",10227,193,3615,3997,2130,292
"Empleado (028)",2542,33,859,1138,493,19
"Obrero (029)",2070,19,842,767,420,22
"Trabajador independiente (030)",3878,47,1129,1574,935,193
"Empleador o patrono (031)",163,1,50,56,51,5
"Trabajador familiar no remunerado (032)",667,64,233,204,128,38
"Trabajador del hogar (033)",171,19,113,21,14,4
"Desocupado (035)",736,10,389,237,89,11
"Hombres (036)",6430,115,2240,2464,1444,167
"Empleado (037)",1685,19,498,765,389,14
"Obrero (038)",1924,15,777,710,403,19
"Trabajador independiente (039)",1923,34,557,732,492,108
"Empleador o patrono (040)",121,1,37,36,42,5
"Trabajador familiar no remunerado (041)",241,38,101,48,37,17
"Trabajador del hogar (042)",20,2,13,2,3,
"Desocupado (044)",516,6,257,171,78,4
"Mujeres (045)",3797,78,1375,1533,686,125
"Empleado (046)",857,14,361,373,104,5
"Obrero (047)",146,4,65,57,17,3
"Trabajador independiente (048)",1955,13,572,842,443,85
"Empleador o patrono (049)",42,,13,20,9,
"Trabajador familiar no remunerado (050)",426,26,132,156,91,21
"Trabajador del hogar (051)",151,17,100,19,11,4
"Desocupado (053)",220,4,132,66,11,7
,,,,,,
"RURAL (054)",13712,339,3784,4047,3864,1678
"Empleado (055)",351,2,155,132,57,5
"Obrero (056)",1607,8,562,564,388,85
"Trabajador independiente (057)",6997,34,1366,2104,2344,1149
"Empleador o patrono (058)",59,,14,17,19,9
"Trabajador familiar no remunerado (059)",4290,282,1451,1138,1005,414
"Trabajador del hogar (060)",69,5,44,3,11,6
"Desocupado (062)",339,8,192,89,40,10
"Hombres (063)",7793,173,2023,2373,2244,980
"Empleado (064)",259,1,84,117,53,4
"Obrero (065)",1316,4,455,491,311,55
"Trabajador independiente (066)",4589,17,756,1399,1638,779
"Empleador o patrono (067)",36,,6,11,12,7
"Trabajador familiar no remunerado (068)",1305,147,571,274,189,124
"Trabajador del hogar (069)",7,,2,1,3,1
"Desocupado (071)",281,4,149,80,38,10
"Mujeres (072)",5919,166,1761,1674,1620,698
"Empleado (073)",92,1,71,15,4,1
"Obrero (074)",291,4,107,73,77,30
"Trabajador independiente (075)",2408,17,610,705,706,370
"Empleador o patrono (076)",23,,8,6,7,2
"Trabajador familiar no remunerado (077)",2985,135,880,864,816,290
"Trabajador del hogar (078)",62,5,42,2,8,5
"Desocupado (080)",58,4,43,9,2,
