"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CELENDIN (000)",32198,31167,9364,4181,3663,2861,4394,2925,2020,1759,1031,95693
"De 12 a 14 años (001)",3658,3634,3605,26,3,,,,,,24,32
"De 15 a 19 años (002)",4473,4323,3683,554,73,8,5,,,,150,744
"De 20 a 24 años (003)",3742,3421,1121,1413,656,170,54,7,,,321,3504
"De 25 a 29 años (004)",3161,2969,295,895,931,499,303,43,3,,192,5843
"De 30 a 34 años (005)",2759,2654,115,439,709,589,608,165,23,6,105,7579
"De 35 a 39 años (006)",2740,2667,87,253,466,515,857,352,111,26,73,9965
"De 40 a 44 años (007)",2320,2283,79,161,254,351,692,445,205,96,37,10464
"De 45 a 49 años (008)",1951,1925,63,97,180,204,504,429,281,167,26,10359
"De 50 y más años (009)",7394,7291,316,343,391,525,1371,1484,1397,1464,103,47203
"PEA (010)",6078,5801,1221,1080,963,694,883,476,288,196,277,16697
"De 12 a 14 años (011)",176,173,169,4,,,,,,,3,4
"De 15 a 19 años (012)",599,580,487,76,12,3,2,,,,19,117
"De 20 a 24 años (013)",752,666,280,277,78,26,5,,,,86,532
"De 25 a 29 años (014)",746,666,114,248,188,81,32,2,1,,80,1028
"De 30 a 34 años (015)",717,682,37,169,219,132,95,26,4,,35,1605
"De 35 a 39 años (016)",736,710,30,110,183,149,172,49,15,2,26,2126
"De 40 a 44 años (017)",607,600,24,77,109,112,165,78,25,10,7,2174
"De 45 a 49 años (018)",489,484,19,35,78,64,147,78,50,13,5,2107
"De 50 y más años (019)",1256,1240,61,84,96,127,265,243,193,171,16,7004
"Ocupada (020)",5697,5450,1064,1012,923,674,848,457,279,193,247,16103
"De 12 a 14 años (021)",144,141,138,3,,,,,,,3,3
