"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia PACASMAYO (000)",50627,21924,2523,486,23514,703,36,128,24,1289
"Hombres (001)",17290,10796,1687,273,3328,324,27,78,24,753
"Mujeres (002)",33337,11128,836,213,20186,379,9,50,,536
"De 06 a 14 años (003)",16160,15326,,,499,150,,13,,172
"Hombres (004)",8012,7642,,,210,71,,6,,83
"Mujeres (005)",8148,7684,,,289,79,,7,,89
"De 15 a 29 años (006)",13756,6404,19,95,6771,,10,32,24,401
"Hombres (007)",4435,3089,7,40,1013,,6,24,24,232
"Mujeres (008)",9321,3315,12,55,5758,,4,8,,169
"De 30 a 44 años (009)",7656,149,39,109,7056,,14,26,,263
"Hombres (010)",976,51,13,52,673,,12,17,,158
"Mujeres (011)",6680,98,26,57,6383,,2,9,,105
"De 45 a 64 años (012)",7456,35,611,165,6341,5,10,22,,267
"Hombres (013)",1477,11,346,108,815,3,7,14,,173
"Mujeres (014)",5979,24,265,57,5526,2,3,8,,94
"De 65 y más años (015)",5599,10,1854,117,2847,548,2,35,,186
"Hombres (016)",2390,3,1321,73,617,250,2,17,,107
"Mujeres (017)",3209,7,533,44,2230,298,,18,,79
,,,,,,,,,,
"AREA URBANA (018)",47150,20491,2341,465,21762,676,29,113,24,1249
"Hombres (019)",16267,10061,1555,259,3233,311,22,68,24,734
"Mujeres (020)",30883,10430,786,206,18529,365,7,45,,515
"De 06 a 14 años (021)",14991,14232,,,456,138,,12,,153
"Hombres (022)",7434,7085,,,199,67,,6,,77
"Mujeres (023)",7557,7147,,,257,71,,6,,76
"De 15 a 29 años (024)",12834,6067,19,93,6201,,7,30,24,393
"Hombres (025)",4224,2911,7,40,986,,4,22,24,230
"Mujeres (026)",8610,3156,12,53,5215,,3,8,,163
"De 30 a 44 años (027)",7151,147,37,108,6569,,11,20,,259
"Hombres (028)",955,51,13,51,662,,10,13,,155
"Mujeres (029)",6196,96,24,57,5907,,1,7,,104
"De 45 a 64 años (030)",6918,35,563,155,5869,4,9,21,,262
"Hombres (031)",1403,11,315,100,788,2,6,13,,168
"Mujeres (032)",5515,24,248,55,5081,2,3,8,,94
"De 65 y más años (033)",5256,10,1722,109,2667,534,2,30,,182
"Hombres (034)",2251,3,1220,68,598,242,2,14,,104
"Mujeres (035)",3005,7,502,41,2069,292,,16,,78
,,,,,,,,,,
"AREA RURAL (036)",3477,1433,182,21,1752,27,7,15,,40
"Hombres (037)",1023,735,132,14,95,13,5,10,,19
"Mujeres (038)",2454,698,50,7,1657,14,2,5,,21
"De 06 a 14 años (039)",1169,1094,,,43,12,,1,,19
"Hombres (040)",578,557,,,11,4,,,,6
"Mujeres (041)",591,537,,,32,8,,1,,13
"De 15 a 29 años (042)",922,337,,2,570,,3,2,,8
"Hombres (043)",211,178,,,27,,2,2,,2
"Mujeres (044)",711,159,,2,543,,1,,,6
"De 30 a 44 años (045)",505,2,2,1,487,,3,6,,4
"Hombres (046)",21,,,1,11,,2,4,,3
"Mujeres (047)",484,2,2,,476,,1,2,,1
"De 45 a 64 años (048)",538,,48,10,472,1,1,1,,5
"Hombres (049)",74,,31,8,27,1,1,1,,5
"Mujeres (050)",464,,17,2,445,,,,,
"De 65 y más años (051)",343,,132,8,180,14,,5,,4
"Hombres (052)",139,,101,5,19,8,,3,,3
"Mujeres (053)",204,,31,3,161,6,,2,,1
