"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PADRE ABAD (000)",15702,39431,36473,,1123,92.5,2.8
"De 12 a 14 años (001)",1770,23,22,,8,95.7,34.8
"De 15 a 19 años (002)",2511,822,809,186,98.4,22.6,
"De 20 a 24 años (003)",2163,2464,2425,276,98.4,11.2,
"De 25 a 29 años (004)",1935,3877,3746,248,96.6,6.4,
"De 30 a 34 años (005)",1669,4832,4626,194,95.7,4,
"De 35 a 39 años (006)",1652,6055,5797,156,95.7,2.6,
"De 40 a 44 años (007)",1339,5753,5421,48,94.2,0.8,
"De 45 a 49 años (008)",869,4535,4173,7,92,0.2,
"De 50 y más años (009)",1794,11070,9454,,85.4,,
"PEA (010)",4965,14286,13236,276,92.7,1.9,
"De 12 a 14 años (011)",124,3,3,1,100,33.3,
"De 15 a 19 años (012)",525,214,209,34,97.7,15.9,
"De 20 a 24 años (013)",695,733,723,66,98.6,9,
"De 25 a 29 años (014)",701,1222,1166,61,95.4,5,
"De 30 a 34 años (015)",578,1556,1471,47,94.5,3,
"De 35 a 39 años (016)",681,2293,2198,47,95.9,2,
"De 40 a 44 años (017)",631,2599,2458,19,94.6,0.7,
"De 45 a 49 años (018)",410,2053,1885,1,91.8,,
"De 50 y más años (019)",620,3613,3123,,86.4,,
"Ocupada (020)",4806,13980,12949,269,92.6,1.9,
"De 12 a 14 años (021)",121,3,3,1,100,33.3,
"De 15 a 19 años (022)",496,206,201,33,97.6,16,
"De 20 a 24 años (023)",649,692,682,65,98.6,9.4,
"De 25 a 29 años (024)",679,1189,1135,58,95.5,4.9,
"De 30 a 34 años (025)",561,1522,1438,46,94.5,3,
"De 35 a 39 años (026)",666,2248,2154,46,95.8,2,
"De 40 a 44 años (027)",624,2563,2425,19,94.6,0.7,
"De 45 a 49 años (028)",406,2025,1864,1,92,,
"De 50 y más años (029)",604,3532,3047,,86.3,,
"Desocupada (030)",159,306,287,7,93.8,2.3,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",29,8,8,1,100,12.5,
"De 20 a 24 años (033)",46,41,41,1,100,2.4,
"De 25 a 29 años (034)",22,33,31,3,93.9,9.1,
"De 30 a 34 años (035)",17,34,33,1,97.1,2.9,
"De 35 a 39 años (036)",15,45,44,1,97.8,2.2,
