"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia CONDESUYOS",,,,,,,,,
"Hogares (001)",5484,5,1581,96,12,2702,627,1,460
"Ocupantes presentes (002)",17146,10,4985,233,51,8801,2442,1,623
"Casa independiente",,,,,,,,,
"Hogares (004)",4273,4,1284,64,11,2422,154,1,333
"Ocupantes presentes (005)",13482,6,4140,161,45,8046,629,1,454
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",14,,14,,,,,,
"Ocupantes presentes (011)",38,,38,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",50,,28,2,,6,,,14
"Ocupantes presentes (014)",127,,77,3,,31,,,16
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1121,1,244,28,1,271,473,,103
"Ocupantes presentes (017)",3440,4,696,65,6,717,1813,,139
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",12,,6,,,1,,,5
"Ocupantes presentes (020)",30,,18,,,3,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",13,,4,2,,2,,,5
"Ocupantes presentes (023)",26,,13,4,,4,,,5
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,1,,,,,,
"Ocupantes presentes (026)",3,,3,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2445,4,1071,56,10,892,99,1,312
"Ocupantes presentes (029)",7555,6,3414,138,43,3157,388,1,408
"Casa independiente",,,,,,,,,
"Hogares (031)",2361,4,1020,54,10,885,99,1,288
"Ocupantes presentes (032)",7350,6,3276,135,43,3123,388,1,378
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",14,,14,,,,,,
"Ocupantes presentes (038)",38,,38,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",50,,28,2,,6,,,14
"Ocupantes presentes (041)",127,,77,3,,31,,,16
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",12,,6,,,1,,,5
"Ocupantes presentes (047)",30,,18,,,3,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",8,,3,,,,,,5
"Ocupantes presentes (050)",10,,5,,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3039,1,510,40,2,1810,528,,148
"Ocupantes presentes (056)",9591,4,1571,95,8,5644,2054,,215
"Casa independiente",,,,,,,,,
"Hogares (058)",1912,,264,10,1,1537,55,,45
"Ocupantes presentes (059)",6132,,864,26,2,4923,241,,76
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1121,1,244,28,1,271,473,,103
"Ocupantes presentes (071)",3440,4,696,65,6,717,1813,,139
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,,1,2,,2,,,
"Ocupantes presentes (077)",16,,8,4,,4,,,
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,1,,,,,,
"Ocupantes presentes (080)",3,,3,,,,,,
