"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia POMABAMBA (000)",6188,29,892,97,147,318,1876,202,199,1901,11,170,346
"Agric., ganadería, caza y silvicultura (001)",3255,,1,4,1,,1875,,,1374,,,
"Pesca (002)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (003)",2,,,,,,,1,,1,,,
"Industrias manufactureras (004)",186,,1,2,,13,,158,7,5,,,
"Suministro de electricidad, gas y agua (005)",39,,1,,1,,,6,3,28,,,
"Construcción (006)",324,,5,7,7,,,10,129,166,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",354,,2,5,1,249,,21,,76,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",17,,,1,,4,,12,,,,,
"Comercio al por mayor (009)",19,,,,,19,,,,,,,
"Comercio al por menor (010)",318,,2,4,1,226,,9,,76,,,
"Hoteles y restaurantes (011)",88,,1,2,1,52,,,,32,,,
"Trans., almac. y comunicaciones (012)",70,,3,2,6,,,1,47,11,,,
"Intermediación financiera (013)",4,,2,,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",61,,18,8,20,1,,1,1,12,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",155,12,15,14,67,2,,1,6,27,11,,
"Enseñanza (016)",807,17,756,2,28,,,,,4,,,
"Servicios sociales y de salud (017)",130,,63,44,11,1,,2,6,3,,,
"Otras activ. serv.comun.soc y personales (018)",69,,24,7,1,,,1,,36,,,
"Hogares privados con servicio doméstico (019)",125,,,,,,,,,125,,,
"Actividad economica no especificada (021)",172,,,,2,,,,,,,170,
"Desocupado (022)",346,,,,,,,,,,,,346
"Hombres (023)",4847,20,544,70,93,151,1801,180,198,1433,11,85,261
"Agric., ganadería, caza y silvicultura (024)",2930,,1,4,1,,1800,,,1124,,,
"Pesca (025)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (026)",2,,,,,,,1,,1,,,
"Industrias manufactureras (027)",163,,1,2,,11,,137,7,5,,,
"Suministro de electricidad, gas y agua (028)",38,,1,,1,,,6,3,27,,,
"Construcción (029)",320,,5,7,7,,,10,128,163,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",178,,1,3,1,124,,20,,29,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",16,,,1,,3,,12,,,,,
"Comercio al por mayor (032)",11,,,,,11,,,,,,,
"Comercio al por menor (033)",151,,1,2,1,110,,8,,29,,,
"Hoteles y restaurantes (034)",19,,,,1,12,,,,6,,,
"Trans., almac. y comunicaciones (035)",66,,1,2,6,,,1,47,9,,,
"Intermediación financiera (036)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",46,,13,8,12,1,,1,1,10,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",108,8,10,11,38,2,,1,6,21,11,,
"Enseñanza (039)",498,12,464,1,18,,,,,3,,,
"Servicios sociales y de salud (040)",69,,26,26,5,1,,2,6,3,,,
"Otras activ. serv.comun.soc y personales (041)",41,,20,6,,,,1,,14,,,
"Hogares privados con servicio doméstico (042)",18,,,,,,,,,18,,,
"Actividad economica no especificada (044)",87,,,,2,,,,,,,85,
"Desocupado (045)",261,,,,,,,,,,,,261
"Mujeres (046)",1341,9,348,27,54,167,75,22,1,468,,85,85
"Agric., ganadería, caza y silvicultura (047)",325,,,,,,75,,,250,,,
"Industrias manufactureras (050)",23,,,,,2,,21,,,,,
"Suministro de electricidad, gas y agua (051)",1,,,,,,,,,1,,,
"Construcción (052)",4,,,,,,,,1,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",176,,1,2,,125,,1,,47,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,,,,,,
"Comercio al por mayor (055)",8,,,,,8,,,,,,,
"Comercio al por menor (056)",167,,1,2,,116,,1,,47,,,
"Hoteles y restaurantes (057)",69,,1,2,,40,,,,26,,,
"Trans., almac. y comunicaciones (058)",4,,2,,,,,,,2,,,
"Intermediación financiera (059)",2,,1,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",15,,5,,8,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",47,4,5,3,29,,,,,6,,,
"Enseñanza (062)",309,5,292,1,10,,,,,1,,,
"Servicios sociales y de salud (063)",61,,37,18,6,,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",28,,4,1,1,,,,,22,,,
"Hogares privados con servicio doméstico (065)",107,,,,,,,,,107,,,
"Actividad economica no especificada (067)",85,,,,,,,,,,,85,
"Desocupado (068)",85,,,,,,,,,,,,85
,,,,,,,,,,,,,
"URBANA (069)",2031,24,661,77,102,273,197,68,100,334,11,93,91
"Agric., ganadería, caza y silvicultura (070)",307,,1,4,1,,197,,,104,,,
"Explotación de minas y canteras (072)",2,,,,,,,1,,1,,,
"Industrias manufactureras (073)",68,,1,2,,13,,47,5,,,,
"Suministro de electricidad, gas y agua (074)",6,,1,,1,,,1,1,2,,,
"Construcción (075)",71,,3,2,2,,,3,45,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",291,,2,3,,214,,13,,59,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",13,,,1,,4,,8,,,,,
"Comercio al por mayor (078)",19,,,,,19,,,,,,,
"Comercio al por menor (079)",259,,2,2,,191,,5,,59,,,
"Hoteles y restaurantes (080)",72,,1,2,1,44,,,,24,,,
"Trans., almac. y comunicaciones (081)",58,,3,2,4,,,1,39,9,,,
"Intermediación financiera (082)",4,,2,,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",43,,16,8,13,1,,,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",110,9,14,12,47,1,,,5,11,11,,
"Enseñanza (085)",585,15,544,2,21,,,,,3,,,
"Servicios sociales y de salud (086)",109,,56,36,10,,,1,4,2,,,
"Otras activ. serv.comun.soc y personales (087)",44,,17,4,1,,,1,,21,,,
"Hogares privados con servicio doméstico (088)",77,,,,,,,,,77,,,
"Actividad economica no especificada (090)",93,,,,,,,,,,,93,
"Desocupado (091)",91,,,,,,,,,,,,91
"Hombres (092)",1286,16,380,55,63,133,181,64,100,176,11,48,59
"Agric., ganadería, caza y silvicultura (093)",277,,1,4,1,,181,,,90,,,
"Explotación de minas y canteras (095)",2,,,,,,,1,,1,,,
"Industrias manufactureras (096)",63,,1,2,,11,,44,5,,,,
"Suministro de electricidad, gas y agua (097)",6,,1,,1,,,1,1,2,,,
"Construcción (098)",71,,3,2,2,,,3,45,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",148,,1,2,,110,,12,,23,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",12,,,1,,3,,8,,,,,
"Comercio al por mayor (101)",11,,,,,11,,,,,,,
"Comercio al por menor (102)",125,,1,1,,96,,4,,23,,,
"Hoteles y restaurantes (103)",15,,,,1,10,,,,4,,,
"Trans., almac. y comunicaciones (104)",54,,1,2,4,,,1,39,7,,,
"Intermediación financiera (105)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",35,,12,8,9,1,,,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",72,6,9,9,24,1,,,5,7,11,,
"Enseñanza (108)",342,10,314,1,15,,,,,2,,,
"Servicios sociales y de salud (109)",56,,23,21,5,,,1,4,2,,,
"Otras activ. serv.comun.soc y personales (110)",27,,13,4,,,,1,,9,,,
"Hogares privados con servicio doméstico (111)",9,,,,,,,,,9,,,
"Actividad economica no especificada (113)",48,,,,,,,,,,,48,
"Desocupado (114)",59,,,,,,,,,,,,59
"Mujeres (115)",745,8,281,22,39,140,16,4,,158,,45,32
"Agric., ganadería, caza y silvicultura (116)",30,,,,,,16,,,14,,,
"Industrias manufactureras (119)",5,,,,,2,,3,,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",143,,1,1,,104,,1,,36,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,,,,1,,,,,,,
"Comercio al por mayor (124)",8,,,,,8,,,,,,,
"Comercio al por menor (125)",134,,1,1,,95,,1,,36,,,
"Hoteles y restaurantes (126)",57,,1,2,,34,,,,20,,,
"Trans., almac. y comunicaciones (127)",4,,2,,,,,,,2,,,
"Intermediación financiera (128)",2,,1,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",8,,4,,4,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",38,3,5,3,23,,,,,4,,,
"Enseñanza (131)",243,5,230,1,6,,,,,1,,,
"Servicios sociales y de salud (132)",53,,33,15,5,,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",17,,4,,1,,,,,12,,,
"Hogares privados con servicio doméstico (134)",68,,,,,,,,,68,,,
"Actividad economica no especificada (136)",45,,,,,,,,,,,45,
"Desocupado (137)",32,,,,,,,,,,,,32
,,,,,,,,,,,,,
"RURAL (138)",4157,5,231,20,45,45,1679,134,99,1567,,77,255
"Agric., ganadería, caza y silvicultura (139)",2948,,,,,,1678,,,1270,,,
"Pesca (140)",1,,,,,,1,,,,,,
"Industrias manufactureras (142)",118,,,,,,,111,2,5,,,
"Suministro de electricidad, gas y agua (143)",33,,,,,,,5,2,26,,,
"Construcción (144)",253,,2,5,5,,,7,84,150,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",63,,,2,1,35,,8,,17,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",4,,,,,,,4,,,,,
"Comercio al por menor (148)",59,,,2,1,35,,4,,17,,,
"Hoteles y restaurantes (149)",16,,,,,8,,,,8,,,
"Trans., almac. y comunicaciones (150)",12,,,,2,,,,8,2,,,
"Activid.inmobil., empres. y alquileres (152)",18,,2,,7,,,1,,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",45,3,1,2,20,1,,1,1,16,,,
"Enseñanza (154)",222,2,212,,7,,,,,1,,,
"Servicios sociales y de salud (155)",21,,7,8,1,1,,1,2,1,,,
"Otras activ. serv.comun.soc y personales (156)",25,,7,3,,,,,,15,,,
"Hogares privados con servicio doméstico (157)",48,,,,,,,,,48,,,
"Actividad economica no especificada (159)",79,,,,2,,,,,,,77,
"Desocupado (160)",255,,,,,,,,,,,,255
