"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia JORGE BASADRE",,,,,,,,,
"Hogares (001)",3302,102,26,29,16,9,8,3,3109
"Ocupantes presentes (002)",9239,218,55,76,60,36,36,21,8737
"Casa independiente",,,,,,,,,
"Hogares (004)",1944,59,14,21,11,6,5,3,1825
"Ocupantes presentes (005)",6129,143,30,61,46,21,25,21,5782
"Departamento en edificio",,,,,,,,,
"Hogares (007)",745,26,8,5,3,2,2,,699
"Ocupantes presentes (008)",1662,48,18,10,6,10,6,,1564
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",25,,,,,,,,25
"Ocupantes presentes (011)",51,,,,,,,,51
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",142,5,,1,,,1,,135
"Ocupantes presentes (014)",301,7,,1,,,5,,288
"Choza o cabaña",,,,,,,,,
"Hogares (016)",409,10,3,1,1,1,,,393
"Ocupantes presentes (017)",973,17,5,1,4,5,,,941
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",19,,,1,,,,,18
"Ocupantes presentes (020)",74,,,3,,,,,71
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",16,2,1,,1,,,,12
"Ocupantes presentes (023)",45,3,2,,4,,,,36
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1998,64,19,21,10,7,7,3,1867
"Ocupantes presentes (029)",5631,144,42,55,34,30,33,21,5272
"Casa independiente",,,,,,,,,
"Hogares (031)",1058,31,11,14,7,5,4,3,983
"Ocupantes presentes (032)",3518,86,24,41,28,20,22,21,3276
"Departamento en edificio",,,,,,,,,
"Hogares (034)",745,26,8,5,3,2,2,,699
"Ocupantes presentes (035)",1662,48,18,10,6,10,6,,1564
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",25,,,,,,,,25
"Ocupantes presentes (038)",51,,,,,,,,51
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",142,5,,1,,,1,,135
"Ocupantes presentes (041)",301,7,,1,,,5,,288
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",19,,,1,,,,,18
"Ocupantes presentes (047)",74,,,3,,,,,71
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",8,2,,,,,,,6
"Ocupantes presentes (050)",23,3,,,,,,,20
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",2,,,,,,,,2
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1304,38,7,8,6,2,1,,1242
"Ocupantes presentes (056)",3608,74,13,21,26,6,3,,3465
"Casa independiente",,,,,,,,,
"Hogares (058)",886,28,3,7,4,1,1,,842
"Ocupantes presentes (059)",2611,57,6,20,18,1,3,,2506
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",409,10,3,1,1,1,,,393
"Ocupantes presentes (071)",973,17,5,1,4,5,,,941
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",8,,1,,1,,,,6
"Ocupantes presentes (077)",22,,2,,4,,,,16
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,,2
