"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ANTABAMBA (000)",4294,15038,13181,,261,87.7,1.7
"De 12 a 14 años (001)",428,3,3,,,100,
"De 15 a 19 años (002)",433,88,87,18,98.9,20.5,
"De 20 a 24 años (003)",351,473,451,67,95.3,14.2,
"De 25 a 29 años (004)",340,714,695,69,97.3,9.7,
"De 30 a 34 años (005)",341,1045,998,41,95.5,3.9,
"De 35 a 39 años (006)",350,1504,1411,38,93.8,2.5,
"De 40 a 44 años (007)",306,1568,1424,24,90.8,1.5,
"De 45 a 49 años (008)",299,1697,1517,4,89.4,0.2,
"De 50 y más años (009)",1446,7946,6595,,83,,
"PEA (010)",1433,5628,5019,88,89.2,1.6,
"De 12 a 14 años (011)",17,,,,,,
"De 15 a 19 años (012)",74,24,24,4,100,16.7,
"De 20 a 24 años (013)",153,189,178,26,94.2,13.8,
"De 25 a 29 años (014)",140,250,247,18,98.8,7.2,
"De 30 a 34 años (015)",147,414,396,15,95.7,3.6,
"De 35 a 39 años (016)",163,629,593,15,94.3,2.4,
"De 40 a 44 años (017)",149,751,693,9,92.3,1.2,
"De 45 a 49 años (018)",139,768,708,1,92.2,0.1,
"De 50 y más años (019)",451,2603,2180,,83.7,,
"Ocupada (020)",1420,5592,4985,88,89.1,1.6,
"De 12 a 14 años (021)",17,,,,,,
"De 15 a 19 años (022)",71,24,24,4,100,16.7,
"De 20 a 24 años (023)",152,188,177,26,94.1,13.8,
"De 25 a 29 años (024)",139,249,246,18,98.8,7.2,
"De 30 a 34 años (025)",146,409,391,15,95.6,3.7,
"De 35 a 39 años (026)",160,621,585,15,94.2,2.4,
"De 40 a 44 años (027)",148,749,691,9,92.3,1.2,
"De 45 a 49 años (028)",137,754,696,1,92.3,0.1,
"De 50 y más años (029)",450,2598,2175,,83.7,,
"Desocupada (030)",13,36,34,,94.4,,
"De 15 a 19 años (032)",3,,,,,,
"De 20 a 24 años (033)",1,1,1,,100,,
"De 25 a 29 años (034)",1,1,1,,100,,
"De 30 a 34 años (035)",1,5,5,,100,,
"De 35 a 39 años (036)",3,8,8,,100,,
"De 40 a 44 años (037)",1,2,2,,100,,
"De 45 a 49 años (038)",2,14,12,,85.7,,
"De 50 y más años (039)",1,5,5,,100,,
