"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia AIJA (000)",2185,26,95,214,293,380,792,385
"De 12 a 14 años (001)",2,,,,,,1,1
"De 15 a 19 años (002)",51,,,,,,43,8
"De 20 a 24 años (003)",208,,,,,,135,73
"De 25 a 29 años (004)",210,,,,,6,158,46
"De 30 a 34 años (005)",214,,,,,24,153,37
"De 35 a 39 años (006)",231,,,,3,52,146,30
"De 40 a 44 años (007)",188,,,,12,68,89,19
"De 45 a 49 años (008)",199,,,,29,94,58,18
"De 50 y más años (009)",882,26,95,214,249,136,9,153
"PEA (010)",469,,3,27,62,101,178,98
"De 15 a 19 años (012)",4,,,,,,3,1
"De 20 a 24 años (013)",38,,,,,,22,16
"De 25 a 29 años (014)",61,,,,,2,42,17
"De 30 a 34 años (015)",48,,,,,7,26,15
"De 35 a 39 años (016)",73,,,,2,13,43,15
"De 40 a 44 años (017)",62,,,,4,20,27,11
"De 45 a 49 años (018)",57,,,,12,23,15,7
"De 50 y más años (019)",126,,3,27,44,36,,16
"Ocupada (020)",463,,3,27,62,101,174,96
"De 15 a 19 años (022)",4,,,,,,3,1
"De 20 a 24 años (023)",37,,,,,,21,16
"De 25 a 29 años (024)",58,,,,,2,40,16
"De 30 a 34 años (025)",47,,,,,7,25,15
"De 35 a 39 años (026)",73,,,,2,13,43,15
"De 40 a 44 años (027)",61,,,,4,20,27,10
"De 45 a 49 años (028)",57,,,,12,23,15,7
"De 50 y más años (029)",126,,3,27,44,36,,16
"Desocupada (030)",6,,,,,,4,2
"De 20 a 24 años (033)",1,,,,,,1,
"De 25 a 29 años (034)",3,,,,,,2,1
"De 30 a 34 años (035)",1,,,,,,1,
"De 40 a 44 años (037)",1,,,,,,,1
"No PEA (040)",1716,26,92,187,231,279,614,287
"De 12 a 14 años (041)",2,,,,,,1,1
"De 15 a 19 años (042)",47,,,,,,40,7
"De 20 a 24 años (043)",170,,,,,,113,57
"De 25 a 29 años (044)",149,,,,,4,116,29
"De 30 a 34 años (045)",166,,,,,17,127,22
"De 35 a 39 años (046)",158,,,,1,39,103,15
"De 40 a 44 años (047)",126,,,,8,48,62,8
"De 45 a 49 años (048)",142,,,,17,71,43,11
"De 50 y más años (049)",756,26,92,187,205,100,9,137
,,,,,,,,
"URBANA (060)",744,12,37,80,102,138,235,140
"De 15 a 19 años (062)",10,,,,,,8,2
"De 20 a 24 años (063)",56,,,,,,36,20
"De 25 a 29 años (064)",76,,,,,3,56,17
"De 30 a 34 años (065)",74,,,,,10,46,18
"De 35 a 39 años (066)",74,,,,1,15,42,16
