"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia GRAU (000)",6462,183,2843,1952,663,197,87,36,6,,495
"Conviviente (001)",2238,62,1009,678,207,57,17,6,,,202
"Separado(a) (002)",299,5,119,89,49,14,3,4,,,16
"Casado(a) (003)",2819,88,1312,872,292,75,46,21,3,,110
"Viudo(a) (004)",847,22,342,273,90,40,18,5,3,,54
"Divorciado(a) (005)",11,,1,6,1,,,,,,3
"Soltero(a) (006)",248,6,60,34,24,11,3,,,,110
,,,,,,,,,,,
"URBANA (008)",2572,40,1052,809,303,98,50,14,3,,203
"Conviviente (009)",944,16,395,316,96,29,8,2,,,82
"Separado(a) (010)",141,1,58,44,21,8,2,2,,,5
"Casado(a) (011)",1044,14,451,334,134,37,26,8,2,,38
"Viudo(a) (012)",311,6,119,94,37,15,13,2,1,,24
"Divorciado(a) (013)",6,,1,2,1,,,,,,2
"Soltero(a) (014)",126,3,28,19,14,9,1,,,,52
,,,,,,,,,,,
"RURAL (016)",3890,143,1791,1143,360,99,37,22,3,,292
"Conviviente (017)",1294,46,614,362,111,28,9,4,,,120
"Separado(a) (018)",158,4,61,45,28,6,1,2,,,11
"Casado(a) (019)",1775,74,861,538,158,38,20,13,1,,72
"Viudo(a) (020)",536,16,223,179,53,25,5,3,2,,30
"Divorciado(a) (021)",5,,,4,,,,,,,1
"Soltero(a) (022)",122,3,32,15,10,2,2,,,,58
