"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AZANGARO (000)",51974,50266,17111,5294,5214,4622,7581,5394,3176,1874,1708,145238
"De 12 a 14 años (001)",5420,5396,5381,14,1,,,,,,24,16
"De 15 a 19 años (002)",7118,7016,6421,497,79,14,5,,,,102,717
"De 20 a 24 años (003)",5840,5225,2623,1590,752,195,58,7,,,615,3972
"De 25 a 29 años (004)",4917,4463,911,1149,1170,702,493,33,5,,454,7956
"De 30 a 34 años (005)",4231,4037,382,593,961,863,967,226,35,10,194,11103
"De 35 a 39 años (006)",4197,4072,262,366,673,775,1216,567,183,30,125,14888
"De 40 a 44 años (007)",3626,3567,236,226,394,550,1006,709,334,112,59,15705
"De 45 a 49 años (008)",3232,3198,126,175,260,355,884,735,461,202,34,16524
"De 50 y más años (009)",13393,13292,769,684,924,1168,2952,3117,2158,1520,101,74357
"PEA (010)",16942,16197,3539,2086,2063,1853,2882,1941,1186,647,745,54126
"De 12 a 14 años (011)",208,206,201,5,,,,,,,2,5
"De 15 a 19 años (012)",1328,1300,1128,141,24,5,2,,,,28,212
"De 20 a 24 años (013)",2200,1952,1027,557,279,66,22,1,,,248,1416
"De 25 a 29 años (014)",2058,1834,455,483,407,277,195,16,1,,224,3077
"De 30 a 34 años (015)",1800,1696,177,260,408,359,386,86,15,5,104,4548
"De 35 a 39 años (016)",1878,1818,150,197,302,336,509,233,84,7,60,6328
"De 40 a 44 años (017)",1641,1607,102,120,192,280,428,310,129,46,34,6811
"De 45 a 49 años (018)",1405,1391,67,94,117,158,355,306,207,87,14,7053
"De 50 y más años (019)",4424,4393,232,229,334,372,985,989,750,502,31,24676
"Ocupada (020)",15794,15171,2907,1948,1971,1803,2820,1906,1179,637,623,52980
