"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia OTUZCO (000)",28553,26447,956,622,528
"Empleado (001)",1997,834,331,390,442
"Obrero (002)",2879,2300,296,204,79
"Trabajador independiente (003)",16350,16136,214,,
"Empleador o patrono (004)",206,189,13,2,2
"Trabajador familiar no remunerado (005)",6469,6336,102,26,5
"Trabajador del hogar (006)",652,652,,,
"De 06 a 14 años (008)",1038,1012,20,5,1
"Empleado (009)",21,21,,,
"Obrero (010)",55,50,2,2,1
"Trabajador independiente (011)",103,101,2,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",789,770,16,3,
"Trabajador del hogar (014)",68,68,,,
"De 15 a 29 años (016)",9824,9085,391,188,160
"Empleado (017)",578,299,98,66,115
"Obrero (018)",1222,906,163,109,44
"Trabajador independiente (019)",4081,4007,74,,
"Empleador o patrono (020)",47,43,3,1,
"Trabajador familiar no remunerado (021)",3597,3531,53,12,1
"Trabajador del hogar (022)",299,299,,,
"De 30 a 44 años (024)",8819,7910,367,299,243
"Empleado (025)",1024,385,183,239,217
"Obrero (026)",900,733,88,57,22
"Trabajador independiente (027)",5576,5504,72,,
"Empleador o patrono (028)",73,66,6,,1
"Trabajador familiar no remunerado (029)",1092,1068,18,3,3
"Trabajador del hogar (030)",154,154,,,
"De 45 a 64 años (032)",6415,6030,151,122,112
"Empleado (033)",339,113,47,80,99
"Obrero (034)",565,482,37,35,11
"Trabajador independiente (035)",4643,4593,50,,
"Empleador o patrono (036)",65,60,4,,1
"Trabajador familiar no remunerado (037)",697,676,13,7,1
"Trabajador del hogar (038)",106,106,,,
"De 65 y más años (040)",2457,2410,27,8,12
"Empleado (041)",35,16,3,5,11
"Obrero (042)",137,129,6,1,1
"Trabajador independiente (043)",1947,1931,16,,
"Empleador o patrono (044)",19,18,,1,
"Trabajador familiar no remunerado (045)",294,291,2,1,
"Trabajador del hogar (046)",25,25,,,
,,,,,
"URBANA (048)",7419,6003,515,466,435
"Empleado (049)",1676,673,267,353,383
"Obrero (050)",1054,780,118,106,50
"Trabajador independiente (051)",3616,3517,99,,
"Empleador o patrono (052)",76,66,8,2,
"Trabajador familiar no remunerado (053)",765,735,23,5,2
"Trabajador del hogar (054)",232,232,,,
