"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LAMBAYEQUE (000)",189515,43541,19691,7720,118841
"Conviviente (001)",46180,10743,3399,1164,30927
"Separado(a) (002)",6321,1316,567,231,4212
"Casado(a) (003)",56913,10386,9085,3193,34378
"Viudo(a) (004)",6427,1075,933,333,4092
"Divorciado(a) (005)",300,23,75,29,174
"Soltero(a) (006)",73374,19998,5632,2770,45058
"Hombres (008)",93298,17825,9537,4429,61678
"Conviviente (009)",22077,3385,1744,711,16270
"Separado(a) (010)",1278,119,152,89,918
"Casado(a) (011)",28033,3850,4529,1851,17892
"Viudo(a) (012)",1919,282,292,113,1234
"Divorciado(a) (013)",121,4,37,14,66
"Soltero(a) (014)",39870,10185,2783,1651,25298
"Mujeres (016)",96217,25716,10154,3291,57163
"Conviviente (017)",24103,7358,1655,453,14657
"Separado(a) (018)",5043,1197,415,142,3294
"Casado(a) (019)",28880,6536,4556,1342,16486
"Viudo(a) (020)",4508,793,641,220,2858
"Divorciado(a) (021)",179,19,38,15,108
"Soltero(a) (022)",33504,9813,2849,1119,19760
,,,,,
"URBANA (024)",94975,16310,15824,6542,56533
"Conviviente (025)",21390,4055,2588,936,13854
"Separado(a) (026)",3751,649,493,203,2410
"Casado(a) (027)",28822,3585,7284,2682,15384
"Viudo(a) (028)",3228,413,715,259,1847
"Divorciado(a) (029)",239,18,65,27,130
"Soltero(a) (030)",37545,7590,4679,2435,22908
"Hombres (032)",45228,6362,7403,3677,27933
"Conviviente (033)",10002,1209,1288,548,6984
"Separado(a) (034)",768,60,120,74,514
"Casado(a) (035)",13993,1291,3539,1537,7708
"Viudo(a) (036)",879,116,194,84,487
"Divorciado(a) (037)",92,2,30,12,48
"Soltero(a) (038)",19494,3684,2232,1422,12192
"Mujeres (040)",49747,9948,8421,2865,28600
"Conviviente (041)",11388,2846,1300,388,6870
"Separado(a) (042)",2983,589,373,129,1896
"Casado(a) (043)",14829,2294,3745,1145,7676
"Viudo(a) (044)",2349,297,521,175,1360
"Divorciado(a) (045)",147,16,35,15,82
"Soltero(a) (046)",18051,3906,2447,1013,10716
,,,,,
"RURAL (048)",94540,27231,3867,1178,62308
"Conviviente (049)",24790,6688,811,228,17073
"Separado(a) (050)",2570,667,74,28,1802
"Casado(a) (051)",28091,6801,1801,511,18994
"Viudo(a) (052)",3199,662,218,74,2245
"Divorciado(a) (053)",61,5,10,2,44
"Soltero(a) (054)",35829,12408,953,335,22150
"Hombres (056)",48070,11463,2134,752,33745
"Conviviente (057)",12075,2176,456,163,9286
"Separado(a) (058)",510,59,32,15,404
"Casado(a) (059)",14040,2559,990,314,10184
"Viudo(a) (060)",1040,166,98,29,747
"Divorciado(a) (061)",29,2,7,2,18
"Soltero(a) (062)",20376,6501,551,229,13106
"Mujeres (064)",46470,15768,1733,426,28563
"Conviviente (065)",12715,4512,355,65,7787
"Separado(a) (066)",2060,608,42,13,1398
"Casado(a) (067)",14051,4242,811,197,8810
"Viudo(a) (068)",2159,496,120,45,1498
"Divorciado(a) (069)",32,3,3,,26
"Soltero(a) (070)",15453,5907,402,106,9044
