"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONDORCANQUI (000)",407,137,270
"De 14 a 29 años (001)",239,97,142
"De 30 a 44 años (002)",122,37,85
"De 45 a 64 años (003)",43,3,40
"De 65 y más años (004)",3,,3
"Hombres (005)",357,115,242
"De 14 a 29 años (006)",196,76,120
"De 30 a 44 años (007)",115,36,79
"De 45 a 64 años (008)",43,3,40
"De 65 y más años (009)",3,,3
"Mujeres (010)",50,22,28
"De 14 a 29 años (011)",43,21,22
"De 30 a 44 años (012)",7,1,6
,,,
"AREA URBANA (015)",74,33,41
"De 14 a 29 años (016)",44,24,20
"De 30 a 44 años (017)",23,8,15
"De 45 a 64 años (018)",7,1,6
"Hombres (020)",60,23,37
"De 14 a 29 años (021)",31,15,16
"De 30 a 44 años (022)",22,7,15
"De 45 a 64 años (023)",7,1,6
"Mujeres (025)",14,10,4
"De 14 a 29 años (026)",13,9,4
"De 30 a 44 años (027)",1,1,
,,,
"AREA RURAL (030)",333,104,229
"De 14 a 29 años (031)",195,73,122
"De 30 a 44 años (032)",99,29,70
"De 45 a 64 años (033)",36,2,34
"De 65 y más años (034)",3,,3
"Hombres (035)",297,92,205
"De 14 a 29 años (036)",165,61,104
"De 30 a 44 años (037)",93,29,64
"De 45 a 64 años (038)",36,2,34
"De 65 y más años (039)",3,,3
"Mujeres (040)",36,12,24
"De 14 a 29 años (041)",30,12,18
"De 30 a 44 años (042)",6,,6
