"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN MARCOS (000)",47838,2206,11811,9245,7101,6091,4326,3127,3931
"Quechua (001)",28,1,5,5,3,6,2,3,3
"Aymara (002)",10,,2,1,,,2,1,4
"Ashaninca (003)",7,,3,1,1,2,,,
"Otra lengua nativa (004)",114,5,28,24,14,24,13,3,3
"Castellano (005)",47530,2198,11758,9186,7064,6013,4289,3112,3910
"Idioma extranjero (006)",3,,,,1,,,1,1
"Es sordomudo/a (007)",146,2,15,28,18,46,20,7,10
"Hombres (009)",23995,1148,6059,4683,3506,3060,2179,1484,1876
"Quechua (010)",13,,2,4,1,3,2,,1
"Aymara (011)",3,,,,,,,1,2
"Ashaninca (012)",4,,2,1,,1,,,
"Otra lengua nativa (013)",60,1,21,12,7,10,6,1,2
"Castellano (014)",23837,1146,6025,4655,3483,3023,2161,1478,1866
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",77,1,9,11,14,23,10,4,5
"Mujeres (018)",23843,1058,5752,4562,3595,3031,2147,1643,2055
"Quechua (019)",15,1,3,1,2,3,,3,2
"Aymara (020)",7,,2,1,,,2,,2
"Ashaninca (021)",3,,1,,1,1,,,
"Otra lengua nativa (022)",54,4,7,12,7,14,7,2,1
"Castellano (023)",23693,1052,5733,4531,3581,2990,2128,1634,2044
"Idioma extranjero (024)",2,,,,,,,1,1
"Es sordomudo/a (025)",69,1,6,17,4,23,10,3,5
,,,,,,,,,
"URBANA (027)",11017,410,2163,2125,1798,1728,1087,760,946
"Quechua (028)",11,,,2,,3,1,2,3
"Aymara (029)",1,,,,,,,,1
"Otra lengua nativa (031)",114,5,28,24,14,24,13,3,3
"Castellano (032)",10863,405,2131,2096,1777,1695,1068,754,937
"Idioma extranjero (033)",3,,,,1,,,1,1
"Es sordomudo/a (034)",25,,4,3,6,6,5,,1
"Hombres (036)",5568,214,1154,1069,875,903,555,348,450
"Quechua (037)",5,,,1,,2,1,,1
"Aymara (038)",1,,,,,,,,1
"Otra lengua nativa (040)",60,1,21,12,7,10,6,1,2
"Castellano (041)",5487,213,1131,1056,861,889,544,347,446
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",14,,2,,6,2,4,,
"Mujeres (045)",5449,196,1009,1056,923,825,532,412,496
"Quechua (046)",6,,,1,,1,,2,2
"Otra lengua nativa (049)",54,4,7,12,7,14,7,2,1
"Castellano (050)",5376,192,1000,1040,916,806,524,407,491
"Idioma extranjero (051)",2,,,,,,,1,1
"Es sordomudo/a (052)",11,,2,3,,4,1,,1
,,,,,,,,,
"RURAL (054)",36821,1796,9648,7120,5303,4363,3239,2367,2985
"Quechua (055)",17,1,5,3,3,3,1,1,
"Aymara (056)",9,,2,1,,,2,1,3
"Ashaninca (057)",7,,3,1,1,2,,,
"Castellano (059)",36667,1793,9627,7090,5287,4318,3221,2358,2973
"Es sordomudo/a (061)",121,2,11,25,12,40,15,7,9
"Hombres (063)",18427,934,4905,3614,2631,2157,1624,1136,1426
"Quechua (064)",8,,2,3,1,1,1,,
"Aymara (065)",2,,,,,,,1,1
"Ashaninca (066)",4,,2,1,,1,,,
"Castellano (068)",18350,933,4894,3599,2622,2134,1617,1131,1420
"Es sordomudo/a (070)",63,1,7,11,8,21,6,4,5
"Mujeres (072)",18394,862,4743,3506,2672,2206,1615,1231,1559
"Quechua (073)",9,1,3,,2,2,,1,
"Aymara (074)",7,,2,1,,,2,,2
"Ashaninca (075)",3,,1,,1,1,,,
"Castellano (077)",18317,860,4733,3491,2665,2184,1604,1227,1553
"Es sordomudo/a (079)",58,1,4,14,4,19,9,3,4
