"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCANE (000)",61999,9518,3236,842,48430
"Hombres (001)",29900,4666,1717,541,22994
"Mujeres (002)",32099,4852,1519,301,25436
"PEA (003)",24228,922,1487,348,21486
"Hombres (004)",14255,478,926,252,12612
"Mujeres (005)",9973,444,561,96,8874
"Ocupada (006)",23192,893,1458,335,20521
"Hombres (007)",13463,461,907,242,11866
"Mujeres (008)",9729,432,551,93,8655
"Desocupada (009)",1036,29,29,13,965
"Hombres (010)",792,17,19,10,746
"Mujeres (011)",244,12,10,3,219
"No PEA (012)",37771,8596,1749,494,26944
"Hombres (013)",15645,4188,791,289,10382
"Mujeres (014)",22126,4408,958,205,16562
,,,,,
"URBANA (018)",12353,1466,1853,429,8618
"Hombres (019)",6196,721,964,310,4212
"Mujeres (020)",6157,745,889,119,4406
"PEA (021)",5150,228,925,216,3791
"Hombres (022)",2978,117,536,159,2175
"Mujeres (023)",2172,111,389,57,1616
"Ocupada (024)",4735,216,904,213,3412
"Hombres (025)",2689,113,523,157,1905
"Mujeres (026)",2046,103,381,56,1507
"Desocupada (027)",415,12,21,3,379
"Hombres (028)",289,4,13,2,270
"Mujeres (029)",126,8,8,1,109
"No PEA (030)",7203,1238,928,213,4827
"Hombres (031)",3218,604,428,151,2037
"Mujeres (032)",3985,634,500,62,2790
,,,,,
"RURAL (036)",49646,8052,1383,413,39812
"Hombres (037)",23704,3945,753,231,18782
"Mujeres (038)",25942,4107,630,182,21030
"PEA (039)",19078,694,562,132,17695
"Hombres (040)",11277,361,390,93,10437
"Mujeres (041)",7801,333,172,39,7258
"Ocupada (042)",18457,677,554,122,17109
"Hombres (043)",10774,348,384,85,9961
"Mujeres (044)",7683,329,170,37,7148
"Desocupada (045)",621,17,8,10,586
"Hombres (046)",503,13,6,8,476
"Mujeres (047)",118,4,2,2,110
"No PEA (048)",30568,7358,821,281,22117
"Hombres (049)",12427,3584,363,138,8345
"Mujeres (050)",18141,3774,458,143,13772
