"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia AIJA",,,,,
"Viviendas particulares (001)",31,12,4,5,10
"Ocupantes presentes (002)",127,55,14,21,37
"Casa independiente",,,,,
"Viviendas particulares (004)",30,11,4,5,10
"Ocupantes presentes (005)",122,50,14,21,37
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",1,1,,,
"Ocupantes presentes (014)",5,5,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",20,5,3,3,9
"Ocupantes presentes (029)",68,18,8,10,32
"Casa independiente",,,,,
"Viviendas particulares (031)",19,4,3,3,9
"Ocupantes presentes (032)",63,13,8,10,32
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",1,1,,,
"Ocupantes presentes (041)",5,5,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",11,7,1,2,1
"Ocupantes presentes (056)",59,37,6,11,5
"Casa independiente",,,,,
"Viviendas particulares (058)",11,7,1,2,1
"Ocupantes presentes (059)",59,37,6,11,5
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
