"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ISLAY (000)",49848,6094,13690,3175,27081
"Quechua (001)",5280,301,941,229,3817
"Aymara (002)",1614,76,196,70,1278
"Asháninka (003)",9,,3,2,5
"Otra lengua nativa (004)",110,39,15,3,54
"Castellano (005)",42427,5674,12522,2747,21660
"Idioma Extranjero (006)",362,,2,123,237
"Es Sordomudo/a (007)",46,4,11,1,30
"Hombres (009)",25619,2712,7001,1939,14106
"Quechua (010)",2681,100,506,142,1940
"Aymara (011)",797,27,106,39,629
"Asháninka (012)",5,,2,2,2
"Otra lengua nativa (013)",60,20,8,1,31
"Castellano (014)",21806,2564,6373,1647,11349
"Idioma Extranjero (015)",251,,1,108,142
"Es Sordomudo/a (016)",19,1,5,,13
"Mujeres (018)",24229,3382,6689,1236,12975
"Quechua (019)",2599,201,435,87,1877
"Aymara (020)",817,49,90,31,649
"Asháninka (021)",4,,1,,3
"Otra lengua nativa (022)",50,19,7,2,23
"Castellano (023)",20621,3110,6149,1100,10311
"Idioma Extranjero (024)",111,,1,15,95
"Es Sordomudo/a (025)",27,3,6,1,17
,,,,,
"URBANA (027)",45187,5478,12797,2863,24181
"Quechua (028)",4624,274,870,202,3281
"Aymara (029)",1398,69,179,60,1096
"Asháninka (030)",8,,3,2,4
"Otra lengua nativa (031)",108,39,15,2,53
"Castellano (032)",38647,5092,11717,2473,19486
"Idioma Extranjero (033)",362,,2,123,237
"Es Sordomudo/a (034)",40,4,11,1,24
"Hombres (036)",22852,2410,6325,1696,12501
"Quechua (037)",2307,91,447,121,1650
"Aymara (038)",669,23,94,30,526
"Asháninka (039)",5,,2,2,2
"Otra lengua nativa (040)",59,20,8,1,30
"Castellano (041)",19544,2275,5768,1434,10140
"Idioma Extranjero (042)",251,,1,108,142
"Es Sordomudo/a (043)",17,1,5,,11
"Mujeres (045)",22335,3068,6472,1167,11680
"Quechua (046)",2317,183,423,81,1631
"Aymara (047)",729,46,85,30,570
"Asháninka (048)",3,,1,,2
"Otra lengua nativa (049)",49,19,7,1,23
"Castellano (050)",19103,2817,5949,1039,9346
"Idioma Extranjero (051)",111,,1,15,95
"Es Sordomudo/a (052)",23,3,6,1,13
,,,,,
"RURAL (054)",4661,616,893,312,2900
"Quechua (055)",656,27,71,27,536
"Aymara (056)",216,7,17,10,182
"Asháninka (057)",1,,,,1
"Otra lengua nativa (058)",2,,,1,1
"Castellano (059)",3780,582,805,274,2174
"Es Sordomudo/a (061)",6,,,,6
"Hombres (063)",2767,302,676,243,1605
"Quechua (064)",374,9,59,21,290
"Aymara (065)",128,4,12,9,103
"Otra lengua nativa (067)",1,,,,1
"Castellano (068)",2262,289,605,213,1209
"Es Sordomudo/a (070)",2,,,,2
"Mujeres (072)",1894,314,217,69,1295
"Quechua (073)",282,18,12,6,246
"Aymara (074)",88,3,5,1,79
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",1,,,1,
"Castellano (077)",1518,293,200,61,965
"Es Sordomudo/a (079)",4,,,,4
