"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia GENERAL SANCHEZ CERRO",,,,,,
"Viviendas particulares (001)",7599,7388,181,24,5,1
"Ocupantes presentes (002)",24250,22573,1331,259,67,20
"Casa independiente",,,,,,
"Viviendas particulares (004)",7144,6939,175,24,5,1
"Ocupantes presentes (005)",23199,21563,1290,259,67,20
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",3,3,,,,
"Ocupantes presentes (008)",5,5,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",6,6,,,,
"Ocupantes presentes (011)",7,7,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",120,114,6,,,
"Ocupantes presentes (014)",332,291,41,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",308,308,,,,
"Ocupantes presentes (017)",675,675,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",2,2,,,,
"Ocupantes presentes (020)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",10,10,,,,
"Ocupantes presentes (023)",17,17,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",6,6,,,,
"Ocupantes presentes (026)",11,11,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",3154,2980,149,21,3,1
"Ocupantes presentes (029)",10714,9336,1088,232,38,20
"Casa independiente",,,,,,
"Viviendas particulares (031)",3013,2845,143,21,3,1
"Ocupantes presentes (032)",10349,9012,1047,232,38,20
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",3,3,,,,
"Ocupantes presentes (035)",5,5,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",6,6,,,,
"Ocupantes presentes (038)",7,7,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",120,114,6,,,
"Ocupantes presentes (041)",332,291,41,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",2,2,,,,
"Ocupantes presentes (047)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",6,6,,,,
"Ocupantes presentes (050)",8,8,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",4,4,,,,
"Ocupantes presentes (053)",9,9,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4445,4408,32,3,2,
"Ocupantes presentes (056)",13536,13237,243,27,29,
"Casa independiente",,,,,,
"Viviendas particulares (058)",4131,4094,32,3,2,
"Ocupantes presentes (059)",12850,12551,243,27,29,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",308,308,,,,
"Ocupantes presentes (071)",675,675,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",4,4,,,,
"Ocupantes presentes (077)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",2,2,,,,
"Ocupantes presentes (080)",2,2,,,,
