"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LAMAS",,,,,,,,,
"Viviendas particulares (001)",5881,890,567,166,332,97,164,166,3499
"Ocupantes presentes (002)",26113,3786,2521,721,1474,473,790,743,15605
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5564,824,499,154,300,87,138,146,3416
"Ocupantes presentes (005)",24868,3584,2245,675,1380,415,671,650,15248
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",135,31,14,8,29,5,12,18,18
"Ocupantes presentes (011)",455,60,56,28,81,35,54,79,62
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",11,1,1,,,3,5,1,
"Ocupantes presentes (014)",50,4,5,,,10,23,8,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",146,33,52,2,1,1,8,1,48
"Ocupantes presentes (017)",640,132,212,9,8,7,38,6,228
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",21,,1,2,,1,,,17
"Ocupantes presentes (020)",85,,3,9,,6,,,67
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,1,,,2,,1,,
"Ocupantes presentes (023)",15,6,,,5,,4,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3987,625,345,138,294,96,156,164,2169
"Ocupantes presentes (029)",17641,2594,1514,597,1306,466,752,733,9679
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3816,592,329,128,263,87,138,145,2134
"Ocupantes presentes (032)",17036,2524,1450,560,1220,415,671,646,9550
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",135,31,14,8,29,5,12,18,18
"Ocupantes presentes (038)",455,60,56,28,81,35,54,79,62
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",11,1,1,,,3,5,1,
"Ocupantes presentes (041)",50,4,5,,,10,23,8,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",21,,1,2,,1,,,17
"Ocupantes presentes (047)",85,,3,9,,6,,,67
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,1,,,2,,1,,
"Ocupantes presentes (050)",15,6,,,5,,4,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1894,265,222,28,38,1,8,2,1330
"Ocupantes presentes (056)",8472,1192,1007,124,168,7,38,10,5926
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1748,232,170,26,37,,,1,1282
"Ocupantes presentes (059)",7832,1060,795,115,160,,,4,5698
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",146,33,52,2,1,1,8,1,48
"Ocupantes presentes (071)",640,132,212,9,8,7,38,6,228
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
