"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TUMBES (000)",2963,621,2342
"Sin nivel (001)",57,11,46
"Educación inicial (002)",5,3,2
"Primaria (003)",626,84,542
"Secundaria (004)",1371,316,1055
"Superior no univ. incompleta (005)",172,36,136
"Superior no univ. completa (006)",366,79,287
"Superior univ. incompleta (007)",133,39,94
"Superior univ. completa (008)",233,53,180
"Hombres (010)",2102,364,1738
"Sin nivel (011)",44,6,38
"Educación inicial (012)",3,3,
"Primaria (013)",503,50,453
"Secundaria (014)",1026,198,828
"Superior no univ. incompleta (015)",114,22,92
"Superior no univ. completa (016)",176,35,141
"Superior univ. incompleta (017)",83,17,66
"Superior univ. completa (018)",153,33,120
"Mujeres (020)",861,257,604
"Sin nivel (021)",13,5,8
"Educación inicial (022)",2,,2
"Primaria (023)",123,34,89
"Secundaria (024)",345,118,227
"Superior no univ. incompleta (025)",58,14,44
"Superior no univ. completa (026)",190,44,146
"Superior univ. incompleta (027)",50,22,28
"Superior univ. completa (028)",80,20,60
,,,
"AREA URBANA (030)",2670,543,2127
"Sin nivel (031)",47,8,39
"Educación inicial (032)",4,2,2
"Primaria (033)",536,71,465
"Secundaria (034)",1212,272,940
"Superior no univ. incompleta (035)",166,34,132
"Superior no univ. completa (036)",347,67,280
"Superior univ. incompleta (037)",132,38,94
"Superior univ. completa (038)",226,51,175
"Hombres (040)",1874,325,1549
"Sin nivel (041)",36,5,31
"Educación inicial (042)",2,2,
"Primaria (043)",423,43,380
"Secundaria (044)",907,176,731
"Superior no univ. incompleta (045)",110,21,89
"Superior no univ. completa (046)",166,30,136
"Superior univ. incompleta (047)",83,17,66
"Superior univ. completa (048)",147,31,116
"Mujeres (050)",796,218,578
"Sin nivel (051)",11,3,8
"Educación inicial (052)",2,,2
"Primaria (053)",113,28,85
"Secundaria (054)",305,96,209
"Superior no univ. incompleta (055)",56,13,43
"Superior no univ. completa (056)",181,37,144
"Superior univ. incompleta (057)",49,21,28
"Superior univ. completa (058)",79,20,59
,,,
"AREA RURAL (060)",293,78,215
"Sin nivel (061)",10,3,7
"Educación inicial (062)",1,1,
"Primaria (063)",90,13,77
"Secundaria (064)",159,44,115
"Superior no univ. incompleta (065)",6,2,4
"Superior no univ. completa (066)",19,12,7
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",7,2,5
"Hombres (070)",228,39,189
"Sin nivel (071)",8,1,7
"Educación inicial (072)",1,1,
"Primaria (073)",80,7,73
"Secundaria (074)",119,22,97
"Superior no univ. incompleta (075)",4,1,3
"Superior no univ. completa (076)",10,5,5
"Superior univ. completa (078)",6,2,4
"Mujeres (080)",65,39,26
"Sin nivel (081)",2,2,
"Primaria (083)",10,6,4
"Secundaria (084)",40,22,18
"Superior no univ. incompleta (085)",2,1,1
"Superior no univ. completa (086)",9,7,2
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",1,,1
