"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JORGE BASADRE (000)",9430,791,2861,1379,4525
"Sin Nivel (001)",792,126,118,43,509
"Educación Inicial (002)",256,54,84,23,101
"Primaria (003)",2056,251,437,179,1200
"Secundaria (004)",3393,254,840,600,1720
"Sup. no Univ. Incompleta (005)",507,21,161,82,253
"Sup. no Univ. Completa (006)",834,33,360,167,286
"Sup. Univ. Incompleta (007)",428,15,183,53,188
"Sup. Univ. Completa (008)",1164,37,678,232,268
"Hombres (010)",5699,413,1892,1034,2447
"Sin Nivel (011)",293,58,54,16,168
"Educación Inicial (012)",128,30,43,12,48
"Primaria (013)",1097,121,265,110,607
"Secundaria (014)",2249,144,587,511,1023
"Sup. no Univ. Incompleta (015)",313,9,110,60,143
"Sup. no Univ. Completa (016)",572,18,257,128,175
"Sup. Univ. Incompleta (017)",280,8,120,34,127
"Sup. Univ. Completa (018)",767,25,456,163,156
"Mujeres (020)",3731,378,969,345,2078
"Sin Nivel (021)",499,68,64,27,341
"Educación Inicial (022)",128,24,41,11,53
"Primaria (023)",959,130,172,69,593
"Secundaria (024)",1144,110,253,89,697
"Sup. no Univ. Incompleta (025)",194,12,51,22,110
"Sup. no Univ. Completa (026)",262,15,103,39,111
"Sup. Univ. Incompleta (027)",148,7,63,19,61
"Sup. Univ. Completa (028)",397,12,222,69,112
,,,,,
"URBANA (030)",5935,407,2345,1194,2109
"Sin Nivel (031)",328,50,83,29,170
"Educación Inicial (032)",155,26,72,19,43
"Primaria (033)",1076,111,318,149,509
"Secundaria (034)",2260,141,657,533,948
"Sup. no Univ. Incompleta (035)",290,14,133,55,96
"Sup. no Univ. Completa (036)",595,22,315,147,123
"Sup. Univ. Incompleta (037)",264,9,151,41,73
"Sup. Univ. Completa (038)",967,34,616,221,147
"Hombres (040)",3694,225,1533,895,1122
"Sin Nivel (041)",134,21,40,12,64
"Educación Inicial (042)",78,15,36,9,22
"Primaria (043)",583,57,186,92,254
"Secundaria (044)",1525,88,448,454,549
"Sup. no Univ. Incompleta (045)",175,4,92,37,49
"Sup. no Univ. Completa (046)",400,13,223,111,59
"Sup. Univ. Incompleta (047)",158,5,96,26,39
"Sup. Univ. Completa (048)",641,22,412,154,86
"Mujeres (050)",2241,182,812,299,987
"Sin Nivel (051)",194,29,43,17,106
"Educación Inicial (052)",77,11,36,10,21
"Primaria (053)",493,54,132,57,255
"Secundaria (054)",735,53,209,79,399
"Sup. no Univ. Incompleta (055)",115,10,41,18,47
"Sup. no Univ. Completa (056)",195,9,92,36,64
"Sup. Univ. Incompleta (057)",106,4,55,15,34
"Sup. Univ. Completa (058)",326,12,204,67,61
,,,,,
"RURAL (060)",3495,384,516,185,2416
"Sin Nivel (061)",464,76,35,14,339
"Educación Inicial (062)",101,28,12,4,58
"Primaria (063)",980,140,119,30,691
"Secundaria (064)",1133,113,183,67,772
"Sup. no Univ. Incompleta (065)",217,7,28,27,157
"Sup. no Univ. Completa (066)",239,11,45,20,163
"Sup. Univ. Incompleta (067)",164,6,32,12,115
"Sup. Univ. Completa (068)",197,3,62,11,121
"Hombres (070)",2005,188,359,139,1325
"Sin Nivel (071)",159,37,14,4,104
"Educación Inicial (072)",50,15,7,3,26
"Primaria (073)",514,64,79,18,353
"Secundaria (074)",724,56,139,57,474
"Sup. no Univ. Incompleta (075)",138,5,18,23,94
"Sup. no Univ. Completa (076)",172,5,34,17,116
"Sup. Univ. Incompleta (077)",122,3,24,8,88
"Sup. Univ. Completa (078)",126,3,44,9,70
"Mujeres (080)",1490,196,157,46,1091
"Sin Nivel (081)",305,39,21,10,235
"Educación Inicial (082)",51,13,5,1,32
"Primaria (083)",466,76,40,12,338
"Secundaria (084)",409,57,44,10,298
"Sup. no Univ. Incompleta (085)",79,2,10,4,63
"Sup. no Univ. Completa (086)",67,6,11,3,47
"Sup. Univ. Incompleta (087)",42,3,8,4,27
"Sup. Univ. Completa (088)",71,,18,2,51
