"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia AYABACA",,,,,,,,
"Viviendas particulares (001)",29322,26859,2172,28,31,202,15,15
"Ocupantes presentes (002)",137605,127162,9256,101,124,840,69,53
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",28727,26318,2126,27,30,197,15,14
"Ocupantes presentes (005)",135027,124747,9108,97,121,833,69,52
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",2,,,,,2,,
"Ocupantes presentes (008)",4,,,,,4,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",25,,24,,,1,,
"Ocupantes presentes (011)",76,,75,,,1,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",28,15,9,1,1,2,,
"Ocupantes presentes (014)",79,50,20,4,3,2,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",518,511,7,,,,,
"Ocupantes presentes (017)",2342,2307,35,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",2,1,1,,,,,
"Ocupantes presentes (020)",10,6,4,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",17,12,5,,,,,
"Ocupantes presentes (023)",59,45,14,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",3,2,,,,,,1
"Ocupantes presentes (026)",8,7,,,,,,1
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",3590,1941,1406,24,25,181,1,12
"Ocupantes presentes (029)",15093,8158,5943,94,99,756,1,42
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",3530,1923,1372,23,24,176,1,11
"Ocupantes presentes (032)",14916,8095,5844,90,96,749,1,41
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",2,,,,,2,,
"Ocupantes presentes (035)",4,,,,,4,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",25,,24,,,1,,
"Ocupantes presentes (038)",76,,75,,,1,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",28,15,9,1,1,2,,
"Ocupantes presentes (041)",79,50,20,4,3,2,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",2,1,1,,,,,
"Ocupantes presentes (047)",10,6,4,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",3,2,,,,,,1
"Ocupantes presentes (053)",8,7,,,,,,1
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",25732,24918,766,4,6,21,14,3
"Ocupantes presentes (056)",122512,119004,3313,7,25,84,68,11
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",25197,24395,754,4,6,21,14,3
"Ocupantes presentes (059)",120111,116652,3264,7,25,84,68,11
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",518,511,7,,,,,
"Ocupantes presentes (071)",2342,2307,35,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",17,12,5,,,,,
"Ocupantes presentes (077)",59,45,14,,,,,
"Otro tipo",,,,,,,,
