"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCAYO (000)",436718,39345,11780,120463,144784,22892,26628,28239,42587
"Jefe o Jefa (001)",114259,6860,72,28093,39931,5582,9283,6623,17815
"Esposa(o)/ compa¤era(o) (002)",66547,6032,63,19073,22167,2949,5538,2785,7940
"Hijo(a)/ hijastro(a) (003)",186287,16717,8800,54199,60590,10611,8367,14599,12404
"Yerno/ nuera (004)",6880,48,4,542,3027,634,946,521,1158
"Nieto(a) (005)",20635,4235,2118,7601,4566,627,277,891,320
"Padres/ suegros (006)",6582,2598,,2613,918,48,122,56,227
"Otro(a) pariente (007)",27921,2370,661,6798,10638,1824,1562,2098,1970
"Trabajador(a) del hogar (008)",726,51,3,258,347,37,14,13,3
"Pensionista (009)",298,8,,43,132,28,16,43,28
"Otro(a) no pariente (010)",6583,426,59,1243,2468,552,503,610,722
"Hombres (012)",207184,13806,5963,53816,74469,11123,11304,15108,21595
"Jefe o Jefa (013)",75639,1757,33,16807,28881,3919,6062,4879,13301
"Esposa(o)/ compa¤era(o) (014)",5327,155,8,952,2266,353,391,486,716
"Hijo(a)/ hijastro(a) (015)",93324,8395,4483,27297,31898,5093,3319,7503,5336
"Yerno/ nuera (016)",3334,12,1,183,1448,267,447,288,688
"Nieto(a) (017)",10609,2198,1075,3894,2422,311,126,432,151
"Padres/ suegros (018)",1819,263,,938,417,20,46,30,105
"Otro(a) pariente (019)",13818,892,332,3151,5774,896,681,1122,970
"Trabajador(a) del hogar (020)",62,6,,16,32,2,2,4,
"Pensionista (021)",169,1,,26,77,14,11,28,12
"Otro(a) no pariente (022)",3083,127,31,552,1254,248,219,336,316
"Mujeres (024)",229534,25539,5817,66647,70315,11769,15324,13131,20992
"Jefe o Jefa (025)",38620,5103,39,11286,11050,1663,3221,1744,4514
"Esposa(o)/ compa¤era(o) (026)",61220,5877,55,18121,19901,2596,5147,2299,7224
"Hijo(a)/ hijastro(a) (027)",92963,8322,4317,26902,28692,5518,5048,7096,7068
"Yerno/ nuera (028)",3546,36,3,359,1579,367,499,233,470
"Nieto(a) (029)",10026,2037,1043,3707,2144,316,151,459,169
"Padres/ suegros (030)",4763,2335,,1675,501,28,76,26,122
"Otro(a) pariente (031)",14103,1478,329,3647,4864,928,881,976,1000
"Trabajador(a) del hogar (032)",664,45,3,242,315,35,12,9,3
"Pensionista (033)",129,7,,17,55,14,5,15,16
"Otro(a) no pariente (034)",3500,299,28,691,1214,304,284,274,406
,,,,,,,,,
"URBANA (036)",385919,31247,10379,98509,129370,21676,25641,27429,41668
"Jefe o Jefa (037)",100571,4724,65,21935,35662,5336,8939,6472,17438
"Esposa(o)/ compa¤era(o) (038)",58035,4166,53,14849,20188,2846,5392,2734,7807
"Hijo(a)/ hijastro(a) (039)",163261,13920,7687,44607,53022,9867,7984,14077,12097
"Yerno/ nuera (040)",6237,36,4,400,2660,611,896,505,1125
"Nieto(a) (041)",18689,3751,1933,6800,4168,590,264,871,312
