"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN MARCOS (000)",46754,9995,991,25809,7408,528,1000,336,687
"Jefe o Jefa (001)",13119,2655,14,7905,1701,130,398,77,239
"Esposa(o)/ compa¤era(o) (002)",9215,2930,12,4968,896,65,192,35,117
"Hijo(a)/ hijastro(a) (003)",18968,3148,772,10379,3824,233,275,163,174
"Yerno/ nuera (004)",591,66,,286,162,7,33,7,30
"Nieto(a) (005)",1785,407,132,911,284,18,15,9,9
"Padres/ suegros (006)",382,233,,131,11,,4,,3
"Otro(a) pariente (007)",2335,497,60,1065,466,61,66,38,82
"Trabajador(a) del hogar (008)",55,5,,40,10,,,,
"Pensionista (009)",11,2,,3,3,,1,,2
"Otro(a) no pariente (010)",293,52,1,121,51,14,16,7,31
"Hombres (012)",23317,3511,480,13532,4391,298,527,190,388
"Jefe o Jefa (013)",10188,1322,12,6696,1485,108,315,68,182
"Esposa(o)/ compa¤era(o) (014)",470,92,1,247,93,3,14,1,19
"Hijo(a)/ hijastro(a) (015)",9972,1586,370,5306,2265,132,130,85,98
"Yerno/ nuera (016)",297,25,,141,83,5,19,4,20
"Nieto(a) (017)",958,215,69,475,172,9,8,5,5
"Padres/ suegros (018)",107,38,,64,3,,1,,1
"Otro(a) pariente (019)",1166,209,28,534,256,36,32,25,46
"Trabajador(a) del hogar (020)",10,2,,6,2,,,,
"Pensionista (021)",7,1,,2,3,,,,1
"Otro(a) no pariente (022)",142,21,,61,29,5,8,2,16
"Mujeres (024)",23437,6484,511,12277,3017,230,473,146,299
"Jefe o Jefa (025)",2931,1333,2,1209,216,22,83,9,57
"Esposa(o)/ compa¤era(o) (026)",8745,2838,11,4721,803,62,178,34,98
"Hijo(a)/ hijastro(a) (027)",8996,1562,402,5073,1559,101,145,78,76
"Yerno/ nuera (028)",294,41,,145,79,2,14,3,10
"Nieto(a) (029)",827,192,63,436,112,9,7,4,4
"Padres/ suegros (030)",275,195,,67,8,,3,,2
"Otro(a) pariente (031)",1169,288,32,531,210,25,34,13,36
"Trabajador(a) del hogar (032)",45,3,,34,8,,,,
"Pensionista (033)",4,1,,1,,,1,,1
"Otro(a) no pariente (034)",151,31,1,60,22,9,8,5,15
,,,,,,,,,
"URBANA (036)",9935,1186,229,3898,2654,370,753,254,591
"Jefe o Jefa (037)",2731,280,5,1165,628,90,302,50,211
"Esposa(o)/ compa¤era(o) (038)",1719,241,1,759,381,51,152,29,105
"Hijo(a)/ hijastro(a) (039)",3648,391,165,1307,1179,150,194,124,138
"Yerno/ nuera (040)",177,5,,40,69,6,26,6,25
"Nieto(a) (041)",486,103,45,203,92,15,12,8,8
"Padres/ suegros (042)",139,60,,62,10,,4,,3
"Otro(a) pariente (043)",804,86,13,262,247,45,49,30,72
"Trabajador(a) del hogar (044)",37,,,29,8,,,,
"Pensionista (045)",10,1,,3,3,,1,,2
"Otro(a) no pariente (046)",184,19,,68,37,13,13,7,27
"Hombres (048)",4890,424,111,1889,1426,192,379,136,333
