"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAROCHIRI (000)",64644,9919,11357,2844,40602
"Hombres (001)",34356,4627,7184,1859,20739
"Mujeres (002)",30288,5292,4173,985,19863
"PEA (003)",33548,2593,6948,1660,22401
"Hombres (004)",22810,1456,5468,1286,14644
"Mujeres (005)",10738,1137,1480,374,7757
"Ocupada (006)",32612,2522,6876,1628,21640
"Hombres (007)",22181,1408,5420,1263,14134
"Mujeres (008)",10431,1114,1456,365,7506
"Desocupada (009)",936,71,72,32,761
"Hombres (010)",629,48,48,23,510
"Mujeres (011)",307,23,24,9,251
"No PEA (012)",31096,7326,4409,1184,18201
"Hombres (013)",11546,3171,1716,573,6095
"Mujeres (014)",19550,4155,2693,611,12106
,,,,,
"URBANA (018)",43878,7071,8121,2333,26418
"Hombres (019)",22440,3259,4535,1529,13163
"Mujeres (020)",21438,3812,3586,804,13255
"PEA (021)",21997,1971,4381,1331,14358
"Hombres (022)",14165,1065,3078,1021,9038
"Mujeres (023)",7832,906,1303,310,5320
"Ocupada (024)",21279,1917,4319,1302,13785
"Hombres (025)",13689,1031,3040,1001,8654
"Mujeres (026)",7590,886,1279,301,5131
"Desocupada (027)",718,54,62,29,573
"Hombres (028)",476,34,38,20,384
"Mujeres (029)",242,20,24,9,189
"No PEA (030)",21881,5100,3740,1002,12060
"Hombres (031)",8275,2194,1457,508,4125
"Mujeres (032)",13606,2906,2283,494,7935
,,,,,
"RURAL (036)",20766,2848,3236,511,14184
"Hombres (037)",11916,1368,2649,330,7576
"Mujeres (038)",8850,1480,587,181,6608
"PEA (039)",11551,622,2567,329,8043
"Hombres (040)",8645,391,2390,265,5606
"Mujeres (041)",2906,231,177,64,2437
"Ocupada (042)",11333,605,2557,326,7855
"Hombres (043)",8492,377,2380,262,5480
"Mujeres (044)",2841,228,177,64,2375
"Desocupada (045)",218,17,10,3,188
"Hombres (046)",153,14,10,3,126
"Mujeres (047)",65,3,,,62
"No PEA (048)",9215,2226,669,182,6141
"Hombres (049)",3271,977,259,65,1970
"Mujeres (050)",5944,1249,410,117,4171
