"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAYLLOMA (000)",69270,3300,7598,8250,6988,12796,10686,14926,4726
"Sin nivel (001)",9873,3300,706,62,67,241,1032,2563,1902
"Educación inicial (002)",1989,,1894,34,13,22,26,,
"Primaria (003)",23182,,4998,5058,737,2178,2791,5490,1930
"Secundaria (004)",21134,,,3096,5148,5448,3458,3532,452
"Superior no univ. incompleto (005)",3790,,,,564,1610,774,746,96
"Superior no univ. completo (006)",3833,,,,,1613,1179,922,119
"Superior univ. incompleto (007)",2297,,,,459,891,395,489,63
"Superior univ. completo (008)",3172,,,,,793,1031,1184,164
"Hombres (010)",35597,1726,3947,4276,3550,6377,5497,7862,2362
"Sin nivel (011)",3472,1726,386,37,28,73,250,543,429
"Educación inicial (012)",1023,,977,19,10,10,7,,
"Primaria (013)",11395,,2584,2603,316,727,1147,2738,1280
"Secundaria (014)",12020,,,1617,2663,3033,2037,2345,325
"Superior no univ. incompleto (015)",2139,,,,290,815,460,503,71
"Superior no univ. completo (016)",2239,,,,,828,723,606,82
"Superior univ. incompleto (017)",1449,,,,243,521,270,362,53
"Superior univ. completo (018)",1860,,,,,370,603,765,122
"Mujeres (020)",33673,1574,3651,3974,3438,6419,5189,7064,2364
"Sin nivel (021)",6401,1574,320,25,39,168,782,2020,1473
"Educación inicial (022)",966,,917,15,3,12,19,,
"Primaria (023)",11787,,2414,2455,421,1451,1644,2752,650
"Secundaria (024)",9114,,,1479,2485,2415,1421,1187,127
"Superior no univ. incompleto (025)",1651,,,,274,795,314,243,25
"Superior no univ. completo (026)",1594,,,,,785,456,316,37
"Superior univ. incompleto (027)",848,,,,216,370,125,127,10
"Superior univ. completo (028)",1312,,,,,423,428,419,42
,,,,,,,,,
"URBANA (030)",46180,2177,5224,5942,5009,8483,7211,9414,2720
"Sin nivel (031)",5975,2177,403,53,46,124,643,1440,1089
"Educación inicial (032)",1372,,1311,28,9,11,13,,
"Primaria (033)",15125,,3510,3620,425,1227,1840,3430,1073
"Secundaria (034)",14855,,,2241,3830,3710,2388,2401,285
