"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia CHEPEN",,,,,,,,,
"Hogares (001)",19220,68,10705,205,476,7200,5,12,549
"Ocupantes presentes (002)",75772,256,42335,604,1927,29686,16,39,909
"Casa independiente",,,,,,,,,
"Hogares (004)",18471,65,10248,184,473,7006,5,12,478
"Ocupantes presentes (005)",73372,252,40772,561,1916,29024,16,39,792
"Departamento en edificio",,,,,,,,,
"Hogares (007)",145,1,127,1,,,,,16
"Ocupantes presentes (008)",530,1,502,1,,,,,26
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",303,1,256,9,,,,,37
"Ocupantes presentes (011)",889,1,799,21,,,,,68
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",179,1,52,9,3,102,,,12
"Ocupantes presentes (014)",558,2,179,17,11,334,,,15
"Choza o cabaña",,,,,,,,,
"Hogares (016)",99,,12,2,,84,,,1
"Ocupantes presentes (017)",350,,43,4,,302,,,1
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",8,,6,,,2,,,
"Ocupantes presentes (020)",24,,22,,,2,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",13,,4,,,6,,,3
"Ocupantes presentes (023)",45,,18,,,24,,,3
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",15770,68,10253,193,466,4284,2,11,493
"Ocupantes presentes (029)",61946,256,40686,573,1882,17677,4,35,833
"Casa independiente",,,,,,,,,
"Hogares (031)",15122,65,9808,174,463,4175,2,11,424
"Ocupantes presentes (032)",59903,252,39166,534,1871,17321,4,35,720
"Departamento en edificio",,,,,,,,,
"Hogares (034)",145,1,127,1,,,,,16
"Ocupantes presentes (035)",530,1,502,1,,,,,26
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",303,1,256,9,,,,,37
"Ocupantes presentes (038)",889,1,799,21,,,,,68
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",179,1,52,9,3,102,,,12
"Ocupantes presentes (041)",558,2,179,17,11,334,,,15
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",8,,6,,,2,,,
"Ocupantes presentes (047)",24,,22,,,2,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",12,,4,,,5,,,3
"Ocupantes presentes (050)",41,,18,,,20,,,3
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3450,,452,12,10,2916,3,1,56
"Ocupantes presentes (056)",13826,,1649,31,45,12009,12,4,76
"Casa independiente",,,,,,,,,
"Hogares (058)",3349,,440,10,10,2831,3,1,54
"Ocupantes presentes (059)",13469,,1606,27,45,11703,12,4,72
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",99,,12,2,,84,,,1
"Ocupantes presentes (071)",350,,43,4,,302,,,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,1,,,
"Ocupantes presentes (077)",4,,,,,4,,,
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",3,,,,,,,,3
