"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia POMABAMBA (000)",19488,3602,3604,3261,3099,2160,3762
"Conviviente (001)",5645,54,1030,1895,1321,650,695
"Separado(a) (002)",563,8,108,156,110,83,98
"Casado(a) (003)",5064,8,88,560,1347,1172,1889
"Viudo(a) (004)",1120,2,5,18,81,137,877
"Divorciado(a) (005)",35,,1,3,8,9,14
"Soltero(a) (006)",7061,3530,2372,629,232,109,189
"Hombres (008)",9254,1768,1761,1555,1512,1025,1633
"Conviviente (009)",2749,13,409,926,699,340,362
"Separado(a) (010)",93,1,12,15,16,26,23
"Casado(a) (011)",2508,2,25,230,650,595,1006
"Viudo(a) (012)",202,2,,5,17,20,158
"Divorciado(a) (013)",9,,,,1,3,5
"Soltero(a) (014)",3693,1750,1315,379,129,41,79
"Mujeres (016)",10234,1834,1843,1706,1587,1135,2129
"Conviviente (017)",2896,41,621,969,622,310,333
"Separado(a) (018)",470,7,96,141,94,57,75
"Casado(a) (019)",2556,6,63,330,697,577,883
"Viudo(a) (020)",918,,5,13,64,117,719
"Divorciado(a) (021)",26,,1,3,7,6,9
"Soltero(a) (022)",3368,1780,1057,250,103,68,110
,,,,,,,
"URBANA (024)",4606,701,845,885,825,544,806
"Conviviente (025)",1187,15,185,442,303,138,104
"Separado(a) (026)",178,1,24,46,38,33,36
"Casado(a) (027)",1343,4,31,182,385,305,436
"Viudo(a) (028)",207,1,,3,9,30,164
"Divorciado(a) (029)",5,,,,1,2,2
"Soltero(a) (030)",1686,680,605,212,89,36,64
"Hombres (032)",2222,333,415,435,409,262,368
"Conviviente (033)",574,5,59,221,158,79,52
"Separado(a) (034)",41,1,6,7,6,10,11
"Casado(a) (035)",679,,8,78,192,154,247
"Viudo(a) (036)",40,1,,1,1,4,33
"Divorciado(a) (037)",2,,,,,1,1
"Soltero(a) (038)",886,326,342,128,52,14,24
"Mujeres (040)",2384,368,430,450,416,282,438
"Conviviente (041)",613,10,126,221,145,59,52
"Separado(a) (042)",137,,18,39,32,23,25
"Casado(a) (043)",664,4,23,104,193,151,189
"Viudo(a) (044)",167,,,2,8,26,131
"Divorciado(a) (045)",3,,,,1,1,1
"Soltero(a) (046)",800,354,263,84,37,22,40
,,,,,,,
"RURAL (048)",14882,2901,2759,2376,2274,1616,2956
"Conviviente (049)",4458,39,845,1453,1018,512,591
"Separado(a) (050)",385,7,84,110,72,50,62
"Casado(a) (051)",3721,4,57,378,962,867,1453
"Viudo(a) (052)",913,1,5,15,72,107,713
"Divorciado(a) (053)",30,,1,3,7,7,12
"Soltero(a) (054)",5375,2850,1767,417,143,73,125
"Hombres (056)",7032,1435,1346,1120,1103,763,1265
"Conviviente (057)",2175,8,350,705,541,261,310
"Separado(a) (058)",52,,6,8,10,16,12
"Casado(a) (059)",1829,2,17,152,458,441,759
"Viudo(a) (060)",162,1,,4,16,16,125
"Divorciado(a) (061)",7,,,,1,2,4
"Soltero(a) (062)",2807,1424,973,251,77,27,55
"Mujeres (064)",7850,1466,1413,1256,1171,853,1691
"Conviviente (065)",2283,31,495,748,477,251,281
"Separado(a) (066)",333,7,78,102,62,34,50
"Casado(a) (067)",1892,2,40,226,504,426,694
"Viudo(a) (068)",751,,5,11,56,91,588
"Divorciado(a) (069)",23,,1,3,6,5,8
"Soltero(a) (070)",2568,1426,794,166,66,46,70
