"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN IGNACIO (000)",43839,4331,41,24328,11185,834,1409,436,1275
"Empleado (001)",3274,38,1,234,556,259,959,199,1028
"Obrero (002)",7466,829,15,4286,2142,84,62,33,15
"Trabajador independiente (003)",22293,2377,12,13502,5383,362,318,147,192
"Empleador o patrono (004)",886,91,,486,258,18,10,12,11
"Trabajador familiar no remunerado (005)",9471,952,13,5585,2697,99,58,40,27
"Trabajador del hogar (006)",449,44,,235,149,12,2,5,2
"Hombres (008)",35163,3019,32,20174,9460,576,874,280,748
"Empleado (009)",1794,9,,118,328,131,534,107,567
"Obrero (010)",6529,628,13,3730,1983,76,57,31,11
"Trabajador independiente (011)",19405,1856,11,12058,4701,294,238,103,144
"Empleador o patrono (012)",816,79,,449,242,16,9,11,10
"Trabajador familiar no remunerado (013)",6588,446,8,3801,2196,58,36,28,15
"Trabajador del hogar (014)",31,1,,18,10,1,,,1
"Mujeres (016)",8676,1312,9,4154,1725,258,535,156,527
"Empleado (017)",1480,29,1,116,228,128,425,92,461
"Obrero (018)",937,201,2,556,159,8,5,2,4
"Trabajador independiente (019)",2888,521,1,1444,682,68,80,44,48
"Empleador o patrono (020)",70,12,,37,16,2,1,1,1
"Trabajador familiar no remunerado (021)",2883,506,5,1784,501,41,22,12,12
"Trabajador del hogar (022)",418,43,,217,139,11,2,5,1
,,,,,,,,,
"URBANA (024)",7544,335,6,2171,2664,465,855,251,797
"Empleado (025)",1964,15,,113,345,176,568,107,640
"Obrero (026)",1098,61,2,404,514,51,39,18,9
"Trabajador independiente (027)",3418,198,1,1265,1330,188,212,100,124
"Empleador o patrono (028)",188,8,,79,70,9,9,4,9
"Trabajador familiar no remunerado (029)",698,43,3,244,320,32,25,17,14
"Trabajador del hogar (030)",178,10,,66,85,9,2,5,1
"Hombres (032)",5231,204,5,1596,1977,301,525,150,473
"Empleado (033)",1089,5,,60,211,96,310,56,351
"Obrero (034)",999,49,2,362,482,45,35,16,8
"Trabajador independiente (035)",2609,134,1,976,1031,142,160,67,98
"Empleador o patrono (036)",150,4,,63,54,8,8,4,9
"Trabajador familiar no remunerado (037)",378,12,2,132,197,9,12,7,7
"Trabajador del hogar (038)",6,,,3,2,1,,,
"Mujeres (040)",2313,131,1,575,687,164,330,101,324
"Empleado (041)",875,10,,53,134,80,258,51,289
"Obrero (042)",99,12,,42,32,6,4,2,1
"Trabajador independiente (043)",809,64,,289,299,46,52,33,26
"Empleador o patrono (044)",38,4,,16,16,1,1,,
"Trabajador familiar no remunerado (045)",320,31,1,112,123,23,13,10,7
"Trabajador del hogar (046)",172,10,,63,83,8,2,5,1
,,,,,,,,,
"RURAL (048)",36295,3996,35,22157,8521,369,554,185,478
"Empleado (049)",1310,23,1,121,211,83,391,92,388
"Obrero (050)",6368,768,13,3882,1628,33,23,15,6
"Trabajador independiente (051)",18875,2179,11,12237,4053,174,106,47,68
"Empleador o patrono (052)",698,83,,407,188,9,1,8,2
"Trabajador familiar no remunerado (053)",8773,909,10,5341,2377,67,33,23,13
"Trabajador del hogar (054)",271,34,,169,64,3,,,1
"Hombres (056)",29932,2815,27,18578,7483,275,349,130,275
"Empleado (057)",705,4,,58,117,35,224,51,216
"Obrero (058)",5530,579,11,3368,1501,31,22,15,3
"Trabajador independiente (059)",16796,1722,10,11082,3670,152,78,36,46
"Empleador o patrono (060)",666,75,,386,188,8,1,7,1
"Trabajador familiar no remunerado (061)",6210,434,6,3669,1999,49,24,21,8
"Trabajador del hogar (062)",25,1,,15,8,,,,1
"Mujeres (064)",6363,1181,8,3579,1038,94,205,55,203
"Empleado (065)",605,19,1,63,94,48,167,41,172
"Obrero (066)",838,189,2,514,127,2,1,,3
"Trabajador independiente (067)",2079,457,1,1155,383,22,28,11,22
"Empleador o patrono (068)",32,8,,21,,1,,1,1
"Trabajador familiar no remunerado (069)",2563,475,4,1672,378,18,9,2,5
"Trabajador del hogar (070)",246,33,,154,56,3,,,
