"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANGARAES (000)",12126,272,3704,4107,3136,907
"Empleado (001)",1456,3,395,701,334,23
"Obrero (002)",1878,11,666,694,428,79
"Trabajador independiente (003)",5281,21,1256,1774,1648,582
"Empleador o patrono (004)",101,,26,31,37,7
"Trabajador familiar no remunerado (005)",2173,220,798,532,464,159
"Trabajador del hogar (006)",77,3,50,16,7,1
"Desocupado (008)",1160,14,513,359,218,56
"Hombres (009)",8831,137,2668,3017,2361,648
"Empleado (010)",899,2,218,422,242,15
"Obrero (011)",1668,8,597,624,378,61
"Trabajador independiente (012)",4115,10,968,1396,1301,440
"Empleador o patrono (013)",69,,16,23,26,4
"Trabajador familiar no remunerado (014)",1137,112,478,255,218,74
"Trabajador del hogar (015)",1,,1,,,
"Desocupado (017)",942,5,390,297,196,54
"Mujeres (018)",3295,135,1036,1090,775,259
"Empleado (019)",557,1,177,279,92,8
"Obrero (020)",210,3,69,70,50,18
"Trabajador independiente (021)",1166,11,288,378,347,142
"Empleador o patrono (022)",32,,10,8,11,3
"Trabajador familiar no remunerado (023)",1036,108,320,277,246,85
"Trabajador del hogar (024)",76,3,49,16,7,1
"Desocupado (026)",218,9,123,62,22,2
,,,,,,
"URBANA (027)",5012,155,1411,1800,1304,342
"Empleado (028)",1188,3,305,585,277,18
"Obrero (029)",714,5,243,256,171,39
"Trabajador independiente (030)",1986,14,455,663,634,220
"Empleador o patrono (031)",78,,21,21,32,4
"Trabajador familiar no remunerado (032)",695,125,227,151,138,54
"Trabajador del hogar (033)",58,3,35,14,5,1
"Desocupado (035)",293,5,125,110,47,6
"Hombres (036)",3139,73,865,1121,874,206
"Empleado (037)",724,2,168,349,193,12
"Obrero (038)",596,4,207,220,141,24
"Trabajador independiente (039)",1361,6,311,440,457,147
"Empleador o patrono (040)",51,,12,16,21,2
"Trabajador familiar no remunerado (041)",237,60,95,32,33,17
"Trabajador del hogar (042)",1,,1,,,
"Desocupado (044)",169,1,71,64,29,4
"Mujeres (045)",1873,82,546,679,430,136
"Empleado (046)",464,1,137,236,84,6
"Obrero (047)",118,1,36,36,30,15
"Trabajador independiente (048)",625,8,144,223,177,73
"Empleador o patrono (049)",27,,9,5,11,2
"Trabajador familiar no remunerado (050)",458,65,132,119,105,37
"Trabajador del hogar (051)",57,3,34,14,5,1
"Desocupado (053)",124,4,54,46,18,2
,,,,,,
"RURAL (054)",7114,117,2293,2307,1832,565
"Empleado (055)",268,,90,116,57,5
"Obrero (056)",1164,6,423,438,257,40
"Trabajador independiente (057)",3295,7,801,1111,1014,362
"Empleador o patrono (058)",23,,5,10,5,3
"Trabajador familiar no remunerado (059)",1478,95,571,381,326,105
"Trabajador del hogar (060)",19,,15,2,2,
"Desocupado (062)",867,9,388,249,171,50
"Hombres (063)",5692,64,1803,1896,1487,442
"Empleado (064)",175,,50,73,49,3
"Obrero (065)",1072,4,390,404,237,37
"Trabajador independiente (066)",2754,4,657,956,844,293
"Empleador o patrono (067)",18,,4,7,5,2
"Trabajador familiar no remunerado (068)",900,52,383,223,185,57
"Desocupado (071)",773,4,319,233,167,50
"Mujeres (072)",1422,53,490,411,345,123
"Empleado (073)",93,,40,43,8,2
"Obrero (074)",92,2,33,34,20,3
"Trabajador independiente (075)",541,3,144,155,170,69
"Empleador o patrono (076)",5,,1,3,,1
"Trabajador familiar no remunerado (077)",578,43,188,158,141,48
"Trabajador del hogar (078)",19,,15,2,2,
"Desocupado (080)",94,5,69,16,4,
