"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUANCANE (000)",19461,220,762,1792,2845,3792,5476,4574
"De 12 a 14 años (001)",20,,,,,,,20
"De 15 a 19 años (002)",293,,,,,,170,123
"De 20 a 24 años (003)",1316,,,,,2,819,495
"De 25 a 29 años (004)",1728,,,,,63,1183,482
"De 30 a 34 años (005)",1783,,,,,278,1156,349
"De 35 a 39 años (006)",1863,,,,6,530,1022,305
"De 40 a 44 años (007)",1862,,,,109,740,689,324
"De 45 a 49 años (008)",1651,,,,216,800,371,264
"De 50 y más años (009)",8945,220,762,1792,2514,1379,66,2212
"PEA (010)",7990,27,200,586,1169,1767,2341,1900
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",117,,,,,,78,39
"De 20 a 24 años (013)",513,,,,,,313,200
"De 25 a 29 años (014)",756,,,,,31,497,228
"De 30 a 34 años (015)",850,,,,,136,530,184
"De 35 a 39 años (016)",830,,,,3,264,419,144
"De 40 a 44 años (017)",890,,,,50,362,312,166
"De 45 a 49 años (018)",792,,,,102,385,164,141
"De 50 y más años (019)",3240,27,200,586,1014,589,28,796
"Ocupada (020)",7883,27,200,586,1160,1755,2302,1853
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",112,,,,,,75,37
"De 20 a 24 años (023)",489,,,,,,303,186
"De 25 a 29 años (024)",736,,,,,31,484,221
"De 30 a 34 años (025)",830,,,,,132,522,176
"De 35 a 39 años (026)",820,,,,3,261,414,142
"De 40 a 44 años (027)",881,,,,50,359,312,160
"De 45 a 49 años (028)",787,,,,100,384,164,139
"De 50 y más años (029)",3226,27,200,586,1007,588,28,790
"Desocupada (030)",107,,,,9,12,39,47
"De 15 a 19 años (032)",5,,,,,,3,2
"De 20 a 24 años (033)",24,,,,,,10,14
"De 25 a 29 años (034)",20,,,,,,13,7
"De 30 a 34 años (035)",20,,,,,4,8,8
"De 35 a 39 años (036)",10,,,,,3,5,2
"De 40 a 44 años (037)",9,,,,,3,,6
"De 45 a 49 años (038)",5,,,,2,1,,2
"De 50 y más años (039)",14,,,,7,1,,6
"No PEA (040)",11471,193,562,1206,1676,2025,3135,2674
"De 12 a 14 años (041)",18,,,,,,,18
"De 15 a 19 años (042)",176,,,,,,92,84
"De 20 a 24 años (043)",803,,,,,2,506,295
"De 25 a 29 años (044)",972,,,,,32,686,254
"De 30 a 34 años (045)",933,,,,,142,626,165
"De 35 a 39 años (046)",1033,,,,3,266,603,161
"De 40 a 44 años (047)",972,,,,59,378,377,158
"De 45 a 49 años (048)",859,,,,114,415,207,123
