"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PADRE ABAD (000)",11359,363,5534,2691,732,273,117,28,9,,1612
"Sin Nivel (001)",1439,68,697,330,83,29,15,11,2,,204
"Educación Inicial (002)",23,1,14,4,,,,,,,4
"Primaria (003)",5417,223,2910,1158,287,124,49,15,3,,648
"Secundaria (004)",3511,66,1723,889,189,62,32,2,3,,545
"Sup. no Univ. Incompleta (005)",276,1,75,101,28,9,4,,,,58
"Sup. no Univ. Completa (006)",305,1,52,109,56,20,7,,1,,59
"Sup. Univ. Incompleta (007)",139,2,33,38,22,9,,,,,35
"Sup. Univ. Completa (008)",249,1,30,62,67,20,10,,,,59
,,,,,,,,,,,
"URBANA (010)",6226,166,2823,1500,469,184,84,17,4,,979
"Sin Nivel (011)",526,28,253,114,31,14,11,6,,,69
"Educación Inicial (012)",13,,8,2,,,,,,,3
"Primaria (013)",2612,100,1326,576,151,81,31,9,2,,336
"Secundaria (014)",2281,35,1087,557,139,49,23,2,1,,388
"Sup. no Univ. Incompleta (015)",211,1,57,77,21,3,3,,,,49
"Sup. no Univ. Completa (016)",252,,44,89,45,13,6,,1,,54
"Sup. Univ. Incompleta (017)",119,1,27,34,19,8,,,,,30
"Sup. Univ. Completa (018)",212,1,21,51,63,16,10,,,,50
,,,,,,,,,,,
"RURAL (020)",5133,197,2711,1191,263,89,33,11,5,,633
"Sin Nivel (021)",913,40,444,216,52,15,4,5,2,,135
"Educación Inicial (022)",10,1,6,2,,,,,,,1
"Primaria (023)",2805,123,1584,582,136,43,18,6,1,,312
"Secundaria (024)",1230,31,636,332,50,13,9,,2,,157
"Sup. no Univ. Incompleta (025)",65,,18,24,7,6,1,,,,9
"Sup. no Univ. Completa (026)",53,1,8,20,11,7,1,,,,5
"Sup. Univ. Incompleta (027)",20,1,6,4,3,1,,,,,5
"Sup. Univ. Completa (028)",37,,9,11,4,4,,,,,9
