"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LORETO (000)",1266,587,679
"Sin nivel (001)",161,108,53
"Educación inicial (002)",1,1,
"Primaria (003)",487,226,261
"Secundaria (004)",526,229,297
"Superior no univ. incompleta (005)",24,6,18
"Superior no univ. completa (006)",35,11,24
"Superior univ. incompleta (007)",18,6,12
"Superior univ. completa (008)",14,,14
"Hombres (010)",1028,468,560
"Sin nivel (011)",127,85,42
"Educación inicial (012)",1,1,
"Primaria (013)",390,185,205
"Secundaria (014)",447,184,263
"Superior no univ. incompleta (015)",14,3,11
"Superior no univ. completa (016)",24,6,18
"Superior univ. incompleta (017)",13,4,9
"Superior univ. completa (018)",12,,12
"Mujeres (020)",238,119,119
"Sin nivel (021)",34,23,11
"Primaria (023)",97,41,56
"Secundaria (024)",79,45,34
"Superior no univ. incompleta (025)",10,3,7
"Superior no univ. completa (026)",11,5,6
"Superior univ. incompleta (027)",5,2,3
"Superior univ. completa (028)",2,,2
,,,
"AREA URBANA (030)",516,160,356
"Sin nivel (031)",10,2,8
"Primaria (033)",132,31,101
"Secundaria (034)",296,111,185
"Superior no univ. incompleta (035)",20,4,16
"Superior no univ. completa (036)",32,11,21
"Superior univ. incompleta (037)",13,1,12
"Superior univ. completa (038)",13,,13
"Hombres (040)",398,109,289
"Sin nivel (041)",10,2,8
"Primaria (043)",96,19,77
"Secundaria (044)",240,80,160
"Superior no univ. incompleta (045)",11,2,9
"Superior no univ. completa (046)",21,6,15
"Superior univ. incompleta (047)",9,,9
"Superior univ. completa (048)",11,,11
"Mujeres (050)",118,51,67
"Primaria (053)",36,12,24
"Secundaria (054)",56,31,25
"Superior no univ. incompleta (055)",9,2,7
"Superior no univ. completa (056)",11,5,6
"Superior univ. incompleta (057)",4,1,3
"Superior univ. completa (058)",2,,2
,,,
"AREA RURAL (060)",750,427,323
"Sin nivel (061)",151,106,45
"Educación inicial (062)",1,1,
"Primaria (063)",355,195,160
"Secundaria (064)",230,118,112
"Superior no univ. incompleta (065)",4,2,2
"Superior no univ. completa (066)",3,,3
"Superior univ. incompleta (067)",5,5,
"Superior univ. completa (068)",1,,1
"Hombres (070)",630,359,271
"Sin nivel (071)",117,83,34
"Educación inicial (072)",1,1,
"Primaria (073)",294,166,128
"Secundaria (074)",207,104,103
"Superior no univ. incompleta (075)",3,1,2
"Superior no univ. completa (076)",3,,3
"Superior univ. incompleta (077)",4,4,
"Superior univ. completa (078)",1,,1
"Mujeres (080)",120,68,52
"Sin nivel (081)",34,23,11
"Primaria (083)",61,29,32
"Secundaria (084)",23,14,9
"Superior no univ. incompleta (085)",1,1,
"Superior univ. incompleta (087)",1,1,
