"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia ISLAY (000)",21185,43,1213,934,899,2961,2153,1522,2062,8515,248,635
"Agric., ganadería, caza y silvicultura (001)",6435,1,8,19,7,,1642,8,53,4697,,
"Pesca (002)",1034,,,14,11,,511,6,29,463,,
"Explotación de minas y canteras (003)",216,,14,11,13,2,,120,16,40,,
"Industrias manufactureras (004)",1153,,23,62,56,8,,836,91,77,,
"Suministro de electricidad, gas y agua (005)",58,,2,7,9,,,9,13,18,,
"Construcción (006)",1043,,11,31,8,,,60,669,264,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3330,5,26,153,43,2030,,438,47,588,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",530,,8,36,10,78,,367,25,6,,
"Comercio al por mayor (009)",167,1,4,29,14,104,,,2,13,,
"Comercio al por menor (010)",2633,4,14,88,19,1848,,71,20,569,,
"Hoteles y restaurantes (011)",1023,,6,44,32,559,,,,382,,
"Trans., almac. y comunicaciones (012)",2012,1,17,124,163,64,,15,1066,562,,
"Intermediación financiera (013)",69,,4,18,39,,,1,,7,,
"Activid.inmobil., empres. y alquileres (014)",873,3,109,157,151,177,,12,42,222,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",725,13,30,48,212,25,,3,21,125,248,
"Enseñanza (016)",913,19,832,13,24,,,1,1,23,,
"Servicios sociales y de salud (017)",292,,92,112,29,14,,4,4,37,,
"Otras activ. serv.comun.soc y personales (018)",936,1,37,104,57,80,,9,10,638,,
"Hogares privados con servicio doméstico (019)",374,,,1,,2,,,,371,,
"Actividad economica no especificada (021)",699,,2,16,45,,,,,1,,635
"Hombres (022)",13571,26,527,611,451,1100,1860,1322,2011,4974,237,452
"Agric., ganadería, caza y silvicultura (023)",4244,1,8,13,6,,1355,8,53,2800,,
"Pesca (024)",1001,,,12,9,,505,4,29,442,,
"Explotación de minas y canteras (025)",212,,14,10,11,2,,120,16,39,,
"Industrias manufactureras (026)",904,,16,42,42,2,,660,75,67,,
"Suministro de electricidad, gas y agua (027)",54,,2,7,5,,,9,13,18,,
"Construcción (028)",1005,,10,28,7,,,59,658,243,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1445,4,20,91,16,661,,420,47,186,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",488,,7,32,4,65,,352,25,3,,
"Comercio al por mayor (031)",92,1,2,15,6,53,,,2,13,,
"Comercio al por menor (032)",865,3,11,44,6,543,,68,20,170,,
"Hoteles y restaurantes (033)",280,,4,27,9,162,,,,78,,
