"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia JAUJA (000)",69224,11327,12066,11477,10650,8438,15266
"Católica (001)",61287,10097,10620,10114,9519,7444,13493
"Cristiana/Evangélica (002)",6275,992,1050,1066,947,789,1431
"Otra (003)",800,86,147,117,106,118,226
"Ninguna (004)",862,152,249,180,78,87,116
"Hombres (006)",32688,5806,5986,5322,4756,3845,6973
"Católica (007)",28912,5165,5272,4681,4267,3400,6127
"Cristiana/Evangélica (008)",2850,503,474,474,407,341,651
"Otra (009)",399,42,80,52,45,54,126
"Ninguna (010)",527,96,160,115,37,50,69
"Mujeres (012)",36536,5521,6080,6155,5894,4593,8293
"Católica (013)",32375,4932,5348,5433,5252,4044,7366
"Cristiana/Evangélica (014)",3425,489,576,592,540,448,780
"Otra (015)",401,44,67,65,61,64,100
"Ninguna (016)",335,56,89,65,41,37,47
,,,,,,,
"URBANA (018)",49030,7734,8590,8256,7566,5975,10909
"Católica (019)",43632,6916,7561,7332,6803,5308,9712
"Cristiana/Evangélica (020)",4155,666,725,698,619,505,942
"Otra (021)",591,54,114,88,79,93,163
"Ninguna (022)",652,98,190,138,65,69,92
"Hombres (024)",22967,3908,4285,3762,3334,2699,4979
"Católica (025)",20390,3480,3769,3327,3003,2403,4408
"Cristiana/Evangélica (026)",1871,338,326,303,268,211,425
"Otra (027)",302,27,69,40,31,44,91
"Ninguna (028)",404,63,121,92,32,41,55
"Mujeres (030)",26063,3826,4305,4494,4232,3276,5930
"Católica (031)",23242,3436,3792,4005,3800,2905,5304
"Cristiana/Evangélica (032)",2284,328,399,395,351,294,517
"Otra (033)",289,27,45,48,48,49,72
"Ninguna (034)",248,35,69,46,33,28,37
,,,,,,,
"RURAL (036)",20194,3593,3476,3221,3084,2463,4357
"Católica (037)",17655,3181,3059,2782,2716,2136,3781
"Cristiana/Evangélica (038)",2120,326,325,368,328,284,489
"Otra (039)",209,32,33,29,27,25,63
"Ninguna (040)",210,54,59,42,13,18,24
"Hombres (042)",9721,1898,1701,1560,1422,1146,1994
"Católica (043)",8522,1685,1503,1354,1264,997,1719
"Cristiana/Evangélica (044)",979,165,148,171,139,130,226
"Otra (045)",97,15,11,12,14,10,35
"Ninguna (046)",123,33,39,23,5,9,14
"Mujeres (048)",10473,1695,1775,1661,1662,1317,2363
"Católica (049)",9133,1496,1556,1428,1452,1139,2062
"Cristiana/Evangélica (050)",1141,161,177,197,189,154,263
"Otra (051)",112,17,22,17,13,15,28
"Ninguna (052)",87,21,20,19,8,9,10
