"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia COTABAMBAS (000)",14907,14550,4110,1402,1416,1373,2456,1946,1847,357
"Católica (001)",13226,12906,3640,1254,1256,1213,2159,1730,1654,320
"Cristiana/Evangélica (002)",725,715,204,75,79,74,137,85,61,10
"Otra (003)",861,836,237,62,72,73,150,118,124,25
"Ninguna (004)",95,93,29,11,9,13,10,13,8,2
,,,,,,,,,,
"URBANA (006)",4178,4032,1206,511,485,430,607,450,343,146
"Católica (007)",3688,3556,1046,466,428,390,532,399,295,132
"Cristiana/Evangélica (008)",188,185,65,20,24,14,29,23,10,3
"Otra (009)",264,255,86,19,28,22,44,22,34,9
"Ninguna (010)",38,36,9,6,5,4,2,6,4,2
,,,,,,,,,,
"RURAL (012)",10729,10518,2904,891,931,943,1849,1496,1504,211
"Católica (013)",9538,9350,2594,788,828,823,1627,1331,1359,188
"Cristiana/Evangélica (014)",537,530,139,55,55,60,108,62,51,7
"Otra (015)",597,581,151,43,44,51,106,96,90,16
"Ninguna (016)",57,57,20,5,4,9,8,7,4,
