"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia LA UNION",,,,,,
"Viviendas particulares (001)",4671,4632,39,,,
"Ocupantes presentes (002)",15442,15157,285,,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",4385,4350,35,,,
"Ocupantes presentes (005)",14547,14288,259,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",43,41,2,,,
"Ocupantes presentes (011)",99,88,11,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",69,67,2,,,
"Ocupantes presentes (014)",177,162,15,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",159,159,,,,
"Ocupantes presentes (017)",577,577,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",2,2,,,,
"Ocupantes presentes (020)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",11,11,,,,
"Ocupantes presentes (023)",35,35,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",2,2,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2278,2247,31,,,
"Ocupantes presentes (029)",7362,7135,227,,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",2160,2133,27,,,
"Ocupantes presentes (032)",7064,6863,201,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",43,41,2,,,
"Ocupantes presentes (038)",99,88,11,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",69,67,2,,,
"Ocupantes presentes (041)",177,162,15,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",2,2,,,,
"Ocupantes presentes (047)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",3,3,,,,
"Ocupantes presentes (050)",16,16,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",1,1,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2393,2385,8,,,
"Ocupantes presentes (056)",8080,8022,58,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2225,2217,8,,,
"Ocupantes presentes (059)",7483,7425,58,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",159,159,,,,
"Ocupantes presentes (071)",577,577,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",8,8,,,,
"Ocupantes presentes (077)",19,19,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
