"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MARISCAL NIETO (000)",65871,10952,20035,17240,12444,5200
"Hombres (001)",33628,5599,10049,8731,6519,2730
"Mujeres (002)",32243,5353,9986,8509,5925,2470
"PEA (003)",34884,297,10279,13330,8958,2020
"Hombres (004)",21298,176,6060,7960,5717,1385
"Mujeres (005)",13586,121,4219,5370,3241,635
"Ocupada (006)",31645,284,8760,12235,8452,1914
"Hombres (007)",19464,169,5247,7374,5373,1301
"Mujeres (008)",12181,115,3513,4861,3079,613
"Desocupada (009)",3239,13,1519,1095,506,106
"Hombres (010)",1834,7,813,586,344,84
"Mujeres (011)",1405,6,706,509,162,22
"No PEA (012)",30987,10655,9756,3910,3486,3180
"Hombres (013)",12330,5423,3989,771,802,1345
"Mujeres (014)",18657,5232,5767,3139,2684,1835
,,,,,,
"URBANA (018)",56641,9650,17540,14881,10445,4125
"Hombres (019)",28375,4902,8611,7328,5379,2155
"Mujeres (020)",28266,4748,8929,7553,5066,1970
"PEA (021)",29303,264,8784,11425,7416,1414
"Hombres (022)",17448,157,5032,6628,4662,969
"Mujeres (023)",11855,107,3752,4797,2754,445
"Ocupada (024)",26327,252,7388,10413,6952,1322
"Hombres (025)",15802,151,4307,6098,4349,897
"Mujeres (026)",10525,101,3081,4315,2603,425
"Desocupada (027)",2976,12,1396,1012,464,92
"Hombres (028)",1646,6,725,530,313,72
"Mujeres (029)",1330,6,671,482,151,20
"No PEA (030)",27338,9386,8756,3456,3029,2711
"Hombres (031)",10927,4745,3579,700,717,1186
"Mujeres (032)",16411,4641,5177,2756,2312,1525
,,,,,,
"RURAL (036)",9230,1302,2495,2359,1999,1075
"Hombres (037)",5253,697,1438,1403,1140,575
"Mujeres (038)",3977,605,1057,956,859,500
"PEA (039)",5581,33,1495,1905,1542,606
"Hombres (040)",3850,19,1028,1332,1055,416
"Mujeres (041)",1731,14,467,573,487,190
"Ocupada (042)",5318,32,1372,1822,1500,592
"Hombres (043)",3662,18,940,1276,1024,404
"Mujeres (044)",1656,14,432,546,476,188
"Desocupada (045)",263,1,123,83,42,14
"Hombres (046)",188,1,88,56,31,12
"Mujeres (047)",75,,35,27,11,2
"No PEA (048)",3649,1269,1000,454,457,469
"Hombres (049)",1403,678,410,71,85,159
"Mujeres (050)",2246,591,590,383,372,310
