"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CARHUAZ",,,,,,,,,
"Viviendas particulares (001)",675,226,119,62,135,25,21,16,71
"Ocupantes presentes (002)",2818,937,521,240,570,89,77,78,306
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",672,225,119,61,135,25,21,16,70
"Ocupantes presentes (005)",2808,935,521,236,570,89,77,78,302
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1,,,1,,,,,
"Ocupantes presentes (011)",4,,,4,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",307,114,52,35,47,12,7,10,30
"Ocupantes presentes (029)",1174,429,203,131,186,37,22,46,120
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",304,113,52,34,47,12,7,10,29
"Ocupantes presentes (032)",1164,427,203,127,186,37,22,46,116
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1,,,1,,,,,
"Ocupantes presentes (038)",4,,,4,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",368,112,67,27,88,13,14,6,41
"Ocupantes presentes (056)",1644,508,318,109,384,52,55,32,186
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",368,112,67,27,88,13,14,6,41
"Ocupantes presentes (059)",1644,508,318,109,384,52,55,32,186
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
