"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUAMANGA",,,,,,,,,
"Viviendas particulares (001)",35512,2649,2402,1179,2092,238,424,574,25954
"Ocupantes presentes (002)",154778,11960,10744,5246,9044,1108,1950,2610,112116
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",31638,2580,2291,1066,1954,221,360,520,22646
"Ocupantes presentes (005)",140748,11636,10277,4826,8596,1046,1765,2396,100206
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",637,4,11,12,23,8,15,7,557
"Ocupantes presentes (008)",2262,7,51,34,71,32,45,37,1985
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1732,20,48,34,39,2,31,28,1530
"Ocupantes presentes (011)",6521,98,205,141,134,11,85,103,5744
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1249,42,39,38,52,7,15,19,1037
"Ocupantes presentes (014)",4287,207,170,140,167,19,49,74,3461
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",220,2,13,28,22,,3,,152
"Ocupantes presentes (017)",815,7,41,103,68,,6,,590
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",7,,,,,,,,7
"Ocupantes presentes (020)",51,,,,,,,,51
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",29,1,,1,2,,,,25
"Ocupantes presentes (023)",94,5,,2,8,,,,79
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",31122,2310,2162,942,1767,223,403,536,22779
"Ocupantes presentes (029)",136253,10556,9732,4295,7733,1043,1846,2467,98581
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",27471,2244,2064,858,1651,206,342,482,19624
"Ocupantes presentes (032)",123047,10244,9306,3980,7353,981,1667,2253,87263
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",637,4,11,12,23,8,15,7,557
"Ocupantes presentes (035)",2262,7,51,34,71,32,45,37,1985
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1732,20,48,34,39,2,31,28,1530
"Ocupantes presentes (038)",6521,98,205,141,134,11,85,103,5744
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1249,42,39,38,52,7,15,19,1037
"Ocupantes presentes (041)",4287,207,170,140,167,19,49,74,3461
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",7,,,,,,,,7
"Ocupantes presentes (047)",51,,,,,,,,51
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",26,,,,2,,,,24
"Ocupantes presentes (050)",85,,,,8,,,,77
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4390,339,240,237,325,15,21,38,3175
"Ocupantes presentes (056)",18525,1404,1012,951,1311,65,104,143,13535
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4167,336,227,208,303,15,18,38,3022
"Ocupantes presentes (059)",17701,1392,971,846,1243,65,98,143,12943
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",220,2,13,28,22,,3,,152
"Ocupantes presentes (071)",815,7,41,103,68,,6,,590
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,1,,1,,,,,1
"Ocupantes presentes (077)",9,5,,2,,,,,2
"Otro tipo",,,,,,,,,
