"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia SANCHEZ CARRION",,,,,,,,,
"Viviendas particulares (001)",29513,1971,1571,478,17,5737,18905,656,178
"Ocupantes presentes (002)",135592,9186,7408,2263,64,25198,88158,2604,711
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",28491,1920,1547,470,17,5532,18225,604,176
"Ocupantes presentes (005)",130998,8960,7286,2239,64,24305,85044,2391,709
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",11,11,,,,,,,
"Ocupantes presentes (008)",60,60,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",45,26,19,,,,,,
"Ocupantes presentes (011)",190,90,100,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",86,14,5,,,,65,2,
"Ocupantes presentes (014)",418,76,22,,,,307,13,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",869,,,8,,204,606,49,2
"Ocupantes presentes (017)",3884,,,24,,892,2768,198,2
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,,,,,2,1,
"Ocupantes presentes (020)",18,,,,,,16,2,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,,,,,1,7,,
"Ocupantes presentes (023)",24,,,,,1,23,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7454,932,244,15,4,275,5740,193,51
"Ocupantes presentes (029)",35959,4440,1196,72,16,1168,28072,783,212
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7305,881,220,15,4,275,5669,190,51
"Ocupantes presentes (032)",35254,4214,1074,72,16,1168,27730,768,212
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",11,11,,,,,,,
"Ocupantes presentes (035)",60,60,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",45,26,19,,,,,,
"Ocupantes presentes (038)",190,90,100,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",86,14,5,,,,65,2,
"Ocupantes presentes (041)",418,76,22,,,,307,13,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,,,,,2,1,
"Ocupantes presentes (047)",18,,,,,,16,2,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,,,,,,4,,
"Ocupantes presentes (050)",19,,,,,,19,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",22059,1039,1327,463,13,5462,13165,463,127
"Ocupantes presentes (056)",99633,4746,6212,2191,48,24030,60086,1821,499
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",21186,1039,1327,455,13,5257,12556,414,125
"Ocupantes presentes (059)",95744,4746,6212,2167,48,23137,57314,1623,497
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",869,,,8,,204,606,49,2
"Ocupantes presentes (071)",3884,,,24,,892,2768,198,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,,,,1,3,,
"Ocupantes presentes (077)",5,,,,,1,4,,
"Otro tipo",,,,,,,,,
