"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ICA (000)",5341,50,2778,1503,840,170
"Sin nivel (001)",68,1,20,12,19,16
"Educación inicial (002)",5,2,2,1,,
"Primaria (003)",515,17,129,104,177,88
"Secundaria (004)",2278,30,1315,570,324,39
"Superior no univ. incompleta (005)",387,,261,103,21,2
"Superior no univ. completa (006)",692,,370,261,57,4
"Superior univ. incompleta (007)",439,,290,94,52,3
"Superior univ. completa (008)",957,,391,358,190,18
"Hombres (010)",3051,33,1499,815,559,145
"Sin nivel (011)",46,1,14,8,9,14
"Educación inicial (012)",3,1,2,,,
"Primaria (013)",349,9,77,62,124,77
"Secundaria (014)",1462,22,813,362,231,34
"Superior no univ. incompleta (015)",210,,139,55,14,2
"Superior no univ. completa (016)",276,,144,100,28,4
"Superior univ. incompleta (017)",263,,155,59,46,3
"Superior univ. completa (018)",442,,155,169,107,11
"Mujeres (020)",2290,17,1279,688,281,25
"Sin nivel (021)",22,,6,4,10,2
"Educación inicial (022)",2,1,,1,,
"Primaria (023)",166,8,52,42,53,11
"Secundaria (024)",816,8,502,208,93,5
"Superior no univ. incompleta (025)",177,,122,48,7,
"Superior no univ. completa (026)",416,,226,161,29,
"Superior univ. incompleta (027)",176,,135,35,6,
"Superior univ. completa (028)",515,,236,189,83,7
,,,,,,
"Area Urbana (030)",4894,44,2560,1382,762,146
"Sin nivel (031)",52,1,17,9,16,9
"Educación inicial (032)",5,2,2,1,,
"Primaria (033)",434,14,107,90,145,78
"Secundaria (034)",2071,27,1199,518,294,33
"Superior no univ. incompleta (035)",362,,240,99,21,2
"Superior no univ. completa (036)",634,,340,236,55,3
"Superior univ. incompleta (037)",414,,281,86,44,3
"Superior univ. completa (038)",922,,374,343,187,18
"Hombres (040)",2775,30,1389,738,494,124
"Sin nivel (041)",35,1,12,6,8,8
"Educación inicial (042)",3,1,2,,,
"Primaria (043)",290,8,66,52,97,67
"Secundaria (044)",1329,20,749,326,204,30
"Superior no univ. incompleta (045)",198,,129,53,14,2
"Superior no univ. completa (046)",249,,132,87,27,3
"Superior univ. incompleta (047)",246,,151,53,39,3
"Superior univ. completa (048)",425,,148,161,105,11
"Mujeres (050)",2119,14,1171,644,268,22
"Sin nivel (051)",17,,5,3,8,1
"Educación inicial (052)",2,1,,1,,
"Primaria (053)",144,6,41,38,48,11
"Secundaria (054)",742,7,450,192,90,3
"Superior no univ. incompleta (055)",164,,111,46,7,
"Superior no univ. completa (056)",385,,208,149,28,
"Superior univ. incompleta (057)",168,,130,33,5,
"Superior univ. completa (058)",497,,226,182,82,7
,,,,,,
"Area Rural (060)",447,6,218,121,78,24
"Sin nivel (061)",16,,3,3,3,7
"Primaria (063)",81,3,22,14,32,10
"Secundaria (064)",207,3,116,52,30,6
"Superior no univ. incompleta (065)",25,,21,4,,
"Superior no univ. completa (066)",58,,30,25,2,1
"Superior univ. incompleta (067)",25,,9,8,8,
"Superior univ. completa (068)",35,,17,15,3,
"Hombres (070)",276,3,110,77,65,21
"Sin nivel (071)",11,,2,2,1,6
"Primaria (073)",59,1,11,10,27,10
"Secundaria (074)",133,2,64,36,27,4
"Superior no univ. incompleta (075)",12,,10,2,,
"Superior no univ. completa (076)",27,,12,13,1,1
"Superior univ. incompleta (077)",17,,4,6,7,
"Superior univ. completa (078)",17,,7,8,2,
"Mujeres (080)",171,3,108,44,13,3
"Sin nivel (081)",5,,1,1,2,1
"Primaria (083)",22,2,11,4,5,
"Secundaria (084)",74,1,52,16,3,2
"Superior no univ. incompleta (085)",13,,11,2,,
"Superior no univ. completa (086)",31,,18,12,1,
"Superior univ. incompleta (087)",8,,5,2,1,
"Superior univ. completa (088)",18,,10,7,1,
