"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PADRE ABAD (000)",43061,10488,14515,10864,5760,1434
"Hombres (001)",24073,5432,7906,6204,3657,874
"Mujeres (002)",18988,5056,6609,4660,2103,560
"PEA (003)",20661,682,7718,7374,4140,747
"Hombres (004)",15628,490,5797,5484,3234,623
"Mujeres (005)",5033,192,1921,1890,906,124
"Ocupada (006)",20103,662,7441,7202,4072,726
"Hombres (007)",15230,474,5617,5351,3181,607
"Mujeres (008)",4873,188,1824,1851,891,119
"Desocupada (009)",558,20,277,172,68,21
"Hombres (010)",398,16,180,133,53,16
"Mujeres (011)",160,4,97,39,15,5
"No PEA (012)",22400,9806,6797,3490,1620,687
"Hombres (013)",8445,4942,2109,720,423,251
"Mujeres (014)",13955,4864,4688,2770,1197,436
,,,,,,
"URBANA (018)",23139,5432,8029,6086,2923,669
"Hombres (019)",12483,2712,4179,3361,1850,381
"Mujeres (020)",10656,2720,3850,2725,1073,288
"PEA (021)",11076,291,4105,4267,2122,291
"Hombres (022)",7950,190,2919,2987,1617,237
"Mujeres (023)",3126,101,1186,1280,505,54
"Ocupada (024)",10691,279,3899,4154,2076,283
"Hombres (025)",7680,182,2790,2899,1579,230
"Mujeres (026)",3011,97,1109,1255,497,53
"Desocupada (027)",385,12,206,113,46,8
"Hombres (028)",270,8,129,88,38,7
"Mujeres (029)",115,4,77,25,8,1
"No PEA (030)",12063,5141,3924,1819,801,378
"Hombres (031)",4533,2522,1260,374,233,144
"Mujeres (032)",7530,2619,2664,1445,568,234
,,,,,,
"RURAL (036)",19922,5056,6486,4778,2837,765
"Hombres (037)",11590,2720,3727,2843,1807,493
"Mujeres (038)",8332,2336,2759,1935,1030,272
"PEA (039)",9585,391,3613,3107,2018,456
"Hombres (040)",7678,300,2878,2497,1617,386
"Mujeres (041)",1907,91,735,610,401,70
"Ocupada (042)",9412,383,3542,3048,1996,443
"Hombres (043)",7550,292,2827,2452,1602,377
"Mujeres (044)",1862,91,715,596,394,66
"Desocupada (045)",173,8,71,59,22,13
"Hombres (046)",128,8,51,45,15,9
"Mujeres (047)",45,,20,14,7,4
"No PEA (048)",10337,4665,2873,1671,819,309
"Hombres (049)",3912,2420,849,346,190,107
"Mujeres (050)",6425,2245,2024,1325,629,202
