"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHURCAMPA (000)",13112,136,3890,4537,3499,1050
"Empleado (001)",1324,,390,676,251,7
"Obrero (002)",2608,9,808,942,715,134
"Trabajador independiente (003)",6468,20,1574,2180,1950,744
"Empleador o patrono (004)",75,,19,23,27,6
"Trabajador familiar no remunerado (005)",2572,104,1066,699,550,153
"Trabajador del hogar (006)",65,3,33,17,6,6
"Hombres (008)",9188,79,2689,3169,2498,753
"Empleado (009)",817,,220,399,192,6
"Obrero (010)",2216,6,691,812,598,109
"Trabajador independiente (011)",5055,13,1214,1720,1538,570
"Empleador o patrono (012)",58,,14,18,21,5
"Trabajador familiar no remunerado (013)",1036,60,548,217,148,63
"Trabajador del hogar (014)",6,,2,3,1,
"Mujeres (016)",3924,57,1201,1368,1001,297
"Empleado (017)",507,,170,277,59,1
"Obrero (018)",392,3,117,130,117,25
"Trabajador independiente (019)",1413,7,360,460,412,174
"Empleador o patrono (020)",17,,5,5,6,1
"Trabajador familiar no remunerado (021)",1536,44,518,482,402,90
"Trabajador del hogar (022)",59,3,31,14,5,6
,,,,,,
"URBANA (024)",3679,34,983,1483,986,193
"Empleado (025)",1042,,305,528,202,7
"Obrero (026)",976,5,265,397,282,27
"Trabajador independiente (027)",1301,5,276,465,424,131
"Empleador o patrono (028)",18,,5,5,6,2
"Trabajador familiar no remunerado (029)",300,23,110,76,69,22
"Trabajador del hogar (030)",42,1,22,12,3,4
"Hombres (032)",2498,23,653,995,708,119
"Empleado (033)",643,,174,312,151,6
"Obrero (034)",882,3,244,358,256,21
"Trabajador independiente (035)",816,5,163,292,274,82
"Empleador o patrono (036)",8,,2,2,2,2
"Trabajador familiar no remunerado (037)",146,15,69,29,25,8
"Trabajador del hogar (038)",3,,1,2,,
"Mujeres (040)",1181,11,330,488,278,74
"Empleado (041)",399,,131,216,51,1
"Obrero (042)",94,2,21,39,26,6
"Trabajador independiente (043)",485,,113,173,150,49
"Empleador o patrono (044)",10,,3,3,4,
"Trabajador familiar no remunerado (045)",154,8,41,47,44,14
"Trabajador del hogar (046)",39,1,21,10,3,4
,,,,,,
"RURAL (048)",9433,102,2907,3054,2513,857
"Empleado (049)",282,,85,148,49,
"Obrero (050)",1632,4,543,545,433,107
"Trabajador independiente (051)",5167,15,1298,1715,1526,613
"Empleador o patrono (052)",57,,14,18,21,4
"Trabajador familiar no remunerado (053)",2272,81,956,623,481,131
"Trabajador del hogar (054)",23,2,11,5,3,2
"Hombres (056)",6690,56,2036,2174,1790,634
"Empleado (057)",174,,46,87,41,
"Obrero (058)",1334,3,447,454,342,88
"Trabajador independiente (059)",4239,8,1051,1428,1264,488
"Empleador o patrono (060)",50,,12,16,19,3
"Trabajador familiar no remunerado (061)",890,45,479,188,123,55
"Trabajador del hogar (062)",3,,1,1,1,
"Mujeres (064)",2743,46,871,880,723,223
"Empleado (065)",108,,39,61,8,
"Obrero (066)",298,1,96,91,91,19
"Trabajador independiente (067)",928,7,247,287,262,125
"Empleador o patrono (068)",7,,2,2,2,1
"Trabajador familiar no remunerado (069)",1382,36,477,435,358,76
"Trabajador del hogar (070)",20,2,10,4,2,2
