"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHACHAPOYAS (000)",13590,172,5066,4672,1636,581,252,80,11,,1120
"Conviviente (001)",3644,68,1544,1227,353,101,41,13,1,,296
"Separado(a) (002)",526,13,209,162,72,24,13,4,,,29
"Casado(a) (003)",6027,47,2255,2182,795,293,119,38,6,,292
"Viudo(a) (004)",1273,21,484,456,144,45,34,12,2,,75
"Divorciado(a) (005)",62,2,20,18,11,4,2,1,,,4
"Soltero(a) (006)",2058,21,554,627,261,114,43,12,2,,424
,,,,,,,,,,,
"URBANA (008)",9558,92,3140,3335,1316,483,219,66,10,,897
"Conviviente (009)",2475,32,941,882,271,88,28,11,1,,221
"Separado(a) (010)",443,9,171,136,63,21,13,3,,,27
"Casado(a) (011)",4127,24,1312,1535,646,250,108,32,6,,214
"Viudo(a) (012)",853,13,299,294,110,37,32,11,1,,56
"Divorciado(a) (013)",51,2,15,17,10,3,2,,,,2
"Soltero(a) (014)",1609,12,402,471,216,84,36,9,2,,377
,,,,,,,,,,,
"RURAL (016)",4032,80,1926,1337,320,98,33,14,1,,223
"Conviviente (017)",1169,36,603,345,82,13,13,2,,,75
"Separado(a) (018)",83,4,38,26,9,3,,1,,,2
"Casado(a) (019)",1900,23,943,647,149,43,11,6,,,78
"Viudo(a) (020)",420,8,185,162,34,8,2,1,1,,19
"Divorciado(a) (021)",11,,5,1,1,1,,1,,,2
"Soltero(a) (022)",449,9,152,156,45,30,7,3,,,47
