"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SUCRE (000)",11846,2079,367,4870,3317,226,533,115,339
"Quechua (001)",9059,1723,189,3906,2498,144,340,77,182
"Aymara (002)",25,3,1,11,5,1,3,,1
"Castellano (005)",2749,345,176,949,814,81,190,38,156
"Es sordomudo/a (007)",13,8,1,4,,,,,
"Hombres (009)",5827,580,199,2427,1870,126,320,77,228
"Quechua (010)",4403,411,106,1936,1448,88,219,56,139
"Aymara (011)",12,1,,5,5,,1,,
"Castellano (014)",1401,161,93,482,417,38,100,21,89
"Es sordomudo/a (016)",11,7,,4,,,,,
"Mujeres (018)",6019,1499,168,2443,1447,100,213,38,111
"Quechua (019)",4656,1312,83,1970,1050,56,121,21,43
"Aymara (020)",13,2,1,6,,1,2,,1
"Castellano (023)",1348,184,83,467,397,43,90,17,67
"Es sordomudo/a (025)",2,1,1,,,,,,
,,,,,,,,,
"URBANA (027)",7231,1062,258,2712,2195,185,451,92,276
"Quechua (028)",4872,782,104,1892,1515,113,272,59,135
"Aymara (029)",17,1,,6,5,1,3,,1
"Castellano (032)",2335,275,153,812,675,71,176,33,140
"Es sordomudo/a (034)",7,4,1,2,,,,,
"Hombres (036)",3535,288,141,1299,1197,101,266,65,178
"Quechua (037)",2332,156,61,881,847,69,173,46,99
"Aymara (038)",10,1,,3,5,,1,,
"Castellano (041)",1188,128,80,413,345,32,92,19,79
"Es sordomudo/a (043)",5,3,,2,,,,,
"Mujeres (045)",3696,774,117,1413,998,84,185,27,98
"Quechua (046)",2540,626,43,1011,668,44,99,13,36
"Aymara (047)",7,,,3,,1,2,,1
"Castellano (050)",1147,147,73,399,330,39,84,14,61
"Es sordomudo/a (052)",2,1,1,,,,,,
,,,,,,,,,
"RURAL (054)",4615,1017,109,2158,1122,41,82,23,63
"Quechua (055)",4187,941,85,2014,983,31,68,18,47
"Aymara (056)",8,2,1,5,,,,,
"Castellano (059)",414,70,23,137,139,10,14,5,16
"Es sordomudo/a (061)",6,4,,2,,,,,
"Hombres (063)",2292,292,58,1128,673,25,54,12,50
"Quechua (064)",2071,255,45,1055,601,19,46,10,40
"Aymara (065)",2,,,2,,,,,
"Castellano (068)",213,33,13,69,72,6,8,2,10
"Es sordomudo/a (070)",6,4,,2,,,,,
"Mujeres (072)",2323,725,51,1030,449,16,28,11,13
"Quechua (073)",2116,686,40,959,382,12,22,8,7
"Aymara (074)",6,2,1,3,,,,,
"Castellano (077)",201,37,10,68,67,4,6,3,6
