"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CASMA (000)",11391,225,4595,3550,1271,483,209,57,8,,993
"Conviviente (001)",5012,98,2308,1560,459,139,59,12,2,,375
"Separado(a) (002)",971,25,362,327,120,49,19,10,,,59
"Casado(a) (003)",3612,62,1386,1175,508,199,89,19,3,,171
"Viudo(a) (004)",852,24,334,264,67,39,19,11,3,,91
"Divorciado(a) (005)",58,1,22,21,6,3,2,,,,3
"Soltero(a) (006)",886,15,183,203,111,54,21,5,,,294
,,,,,,,,,,,
"URBANA (008)",8142,125,3016,2541,1025,409,179,52,6,,789
"Conviviente (009)",3386,55,1445,1093,349,108,48,10,2,,276
"Separado(a) (010)",724,12,267,240,100,39,16,9,,,41
"Casado(a) (011)",2627,33,921,846,418,176,79,17,1,,136
"Viudo(a) (012)",593,13,213,176,56,32,17,11,3,,72
"Divorciado(a) (013)",54,1,19,20,6,3,2,,,,3
"Soltero(a) (014)",758,11,151,166,96,51,17,5,,,261
,,,,,,,,,,,
"RURAL (016)",3249,100,1579,1009,246,74,30,5,2,,204
"Conviviente (017)",1626,43,863,467,110,31,11,2,,,99
"Separado(a) (018)",247,13,95,87,20,10,3,1,,,18
"Casado(a) (019)",985,29,465,329,90,23,10,2,2,,35
"Viudo(a) (020)",259,11,121,88,11,7,2,,,,19
"Divorciado(a) (021)",4,,3,1,,,,,,,
"Soltero(a) (022)",128,4,32,37,15,3,4,,,,33
