"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia SUCRE",,,,,,,,,
"Viviendas particulares (001)",3780,50,3169,1,5,6,541,3,5
"Ocupantes presentes (002)",12556,177,10745,1,10,13,1589,8,13
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3491,49,3145,1,4,3,285,2,2
"Ocupantes presentes (005)",11650,172,10684,1,8,10,761,7,7
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,,8,,,,,,
"Ocupantes presentes (011)",20,,20,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,1,8,,,,,,
"Ocupantes presentes (014)",21,5,16,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",271,,8,,1,2,256,1,3
"Ocupantes presentes (017)",864,,25,,2,2,828,1,6
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,1,,,
"Ocupantes presentes (020)",1,,,,,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2218,43,2095,,,3,76,,1
"Ocupantes presentes (029)",7656,156,7262,,,4,229,,5
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2200,42,2079,,,2,76,,1
"Ocupantes presentes (032)",7614,151,7226,,,3,229,,5
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,,8,,,,,,
"Ocupantes presentes (038)",20,,20,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,1,8,,,,,,
"Ocupantes presentes (041)",21,5,16,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,1,,,
"Ocupantes presentes (047)",1,,,,,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1562,7,1074,1,5,3,465,3,4
"Ocupantes presentes (056)",4900,21,3483,1,10,9,1360,8,8
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1291,7,1066,1,4,1,209,2,1
"Ocupantes presentes (059)",4036,21,3458,1,8,7,532,7,2
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",271,,8,,1,2,256,1,3
"Ocupantes presentes (071)",864,,25,,2,2,828,1,6
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
