"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAMANA (000)",53065,8426,7900,2730,34139
"Menos de 1 año (001)",915,460,87,22,348
"De 1 a 14 años (002)",13999,5560,2117,559,5799
"De 15 a 29 años (003)",14387,1296,1023,566,11521
"De 30 a 44 años (004)",11803,604,1858,680,8704
"De 45 a 64 años (005)",8729,407,1938,659,5752
"De 65 y mas años (006)",3232,99,877,244,2015
"Hombres (008)",27750,3907,3839,1552,18521
"Menos de 1 año (009)",465,242,45,13,165
"De 1 a 14 años (010)",7204,2868,1078,295,2981
"De 15 a 29 años (011)",7392,457,451,336,6158
"De 30 a 44 años (012)",6206,132,808,389,4899
"De 45 a 64 años (013)",4765,163,968,383,3269
"De 65 y mas años (014)",1718,45,489,136,1049
"Mujeres (016)",25315,4519,4061,1178,15618
"Menos de 1 año (017)",450,218,42,9,183
"De 1 a 14 años (018)",6795,2692,1039,264,2818
"De 15 a 29 años (019)",6995,839,572,230,5363
"De 30 a 44 años (020)",5597,472,1050,291,3805
"De 45 a 64 años (021)",3964,244,970,276,2483
"De 65 y mas años (022)",1514,54,388,108,966
,,,,,
"URBANA (024)",44741,7074,7516,2549,27727
"Menos de 1 año (025)",752,356,83,21,294
"De 1 a 14 años (026)",12060,4591,2034,540,4929
"De 15 a 29 años (027)",11527,1110,961,526,8946
"De 30 a 44 años (028)",9960,540,1768,633,7062
"De 45 a 64 años (029)",7602,387,1846,604,4792
"De 65 y mas años (030)",2840,90,824,225,1704
"Hombres (032)",22722,3282,3614,1428,14465
"Menos de 1 año (033)",378,184,44,13,137
"De 1 a 14 años (034)",6207,2398,1029,285,2512
"De 15 a 29 años (035)",5620,385,411,307,4526
"De 30 a 44 años (036)",5012,117,759,355,3803
"De 45 a 64 años (037)",4034,157,914,346,2635
"De 65 y mas años (038)",1471,41,457,122,852
"Mujeres (040)",22019,3792,3902,1121,13262
"Menos de 1 año (041)",374,172,39,8,157
"De 1 a 14 años (042)",5853,2193,1005,255,2417
"De 15 a 29 años (043)",5907,725,550,219,4420
"De 30 a 44 años (044)",4948,423,1009,278,3259
"De 45 a 64 años (045)",3568,230,932,258,2157
"De 65 y mas años (046)",1369,49,367,103,852
,,,,,
"RURAL (048)",8324,1352,384,181,6412
"Menos de 1 año (049)",163,104,4,1,54
"De 1 a 14 años (050)",1939,969,83,19,870
"De 15 a 29 años (051)",2860,186,62,40,2575
"De 30 a 44 años (052)",1843,64,90,47,1642
"De 45 a 64 años (053)",1127,20,92,55,960
"De 65 y mas años (054)",392,9,53,19,311
"Hombres (056)",5028,625,225,124,4056
"Menos de 1 año (057)",87,58,1,,28
"De 1 a 14 años (058)",997,470,49,10,469
"De 15 a 29 años (059)",1772,72,40,29,1632
"De 30 a 44 años (060)",1194,15,49,34,1096
"De 45 a 64 años (061)",731,6,54,37,634
"De 65 y mas años (062)",247,4,32,14,197
"Mujeres (064)",3296,727,159,57,2356
"Menos de 1 año (065)",76,46,3,1,26
"De 1 a 14 años (066)",942,499,34,9,401
"De 15 a 29 años (067)",1088,114,22,11,943
"De 30 a 44 años (068)",649,49,41,13,546
"De 45 a 64 años (069)",396,14,38,18,326
"De 65 y mas años (070)",145,5,21,5,114
