"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CAÑETE",,,,,,,,,
"Viviendas particulares (001)",3035,2064,405,150,221,42,15,16,122
"Ocupantes presentes (002)",12452,8342,1686,682,934,171,63,43,531
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2895,1976,371,145,217,41,13,15,117
"Ocupantes presentes (005)",11894,7979,1550,667,918,167,56,41,516
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",17,8,3,1,,1,1,,3
"Ocupantes presentes (008)",56,27,9,3,,4,3,,10
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",19,8,7,,,,1,1,2
"Ocupantes presentes (011)",75,31,33,,,,4,2,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,8,,1,,,,,
"Ocupantes presentes (014)",56,52,,4,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",12,12,,,,,,,
"Ocupantes presentes (017)",38,38,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",77,47,23,3,4,,,,
"Ocupantes presentes (020)",321,207,90,8,16,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,5,1,,,,,,
"Ocupantes presentes (023)",12,8,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2514,1622,375,148,180,41,15,16,117
"Ocupantes presentes (029)",10415,6604,1563,667,792,167,63,43,516
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2386,1546,341,143,176,40,13,15,112
"Ocupantes presentes (032)",9895,6279,1427,652,776,163,56,41,501
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",17,8,3,1,,1,1,,3
"Ocupantes presentes (035)",56,27,9,3,,4,3,,10
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",19,8,7,,,,1,1,2
"Ocupantes presentes (038)",75,31,33,,,,4,2,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,8,,1,,,,,
"Ocupantes presentes (041)",56,52,,4,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",77,47,23,3,4,,,,
"Ocupantes presentes (047)",321,207,90,8,16,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,5,1,,,,,,
"Ocupantes presentes (050)",12,8,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",521,442,30,2,41,1,,,5
"Ocupantes presentes (056)",2037,1738,123,15,142,4,,,15
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",509,430,30,2,41,1,,,5
"Ocupantes presentes (059)",1999,1700,123,15,142,4,,,15
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",12,12,,,,,,,
"Ocupantes presentes (071)",38,38,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
