"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BOLOGNESI (000)",7998,100,283,586,949,1518,2620,1942
"De 12 a 14 años (001)",9,,,,,,1,8
"De 15 a 19 años (002)",166,,,,,,102,64
"De 20 a 24 años (003)",768,,,,,1,476,291
"De 25 a 29 años (004)",908,,,,,50,602,256
"De 30 a 34 años (005)",864,,,,,117,550,197
"De 35 a 39 años (006)",888,,,,8,275,449,156
"De 40 a 44 años (007)",751,,,,39,299,273,140
"De 45 a 49 años (008)",643,,,3,86,308,144,102
"De 50 y más años (009)",3001,100,283,583,816,468,23,728
"PEA (010)",2595,14,45,149,296,582,852,657
"De 15 a 19 años (012)",30,,,,,,18,12
"De 20 a 24 años (013)",235,,,,,1,128,106
"De 25 a 29 años (014)",338,,,,,23,195,120
"De 30 a 34 años (015)",316,,,,,42,184,90
"De 35 a 39 años (016)",373,,,,5,111,177,80
"De 40 a 44 años (017)",305,,,,14,131,96,64
"De 45 a 49 años (018)",222,,,2,32,116,45,27
"De 50 y más años (019)",776,14,45,147,245,158,9,158
"Ocupada (020)",2518,14,45,147,293,562,821,636
"De 15 a 19 años (022)",29,,,,,,17,12
"De 20 a 24 años (023)",221,,,,,1,118,102
"De 25 a 29 años (024)",317,,,,,21,183,113
"De 30 a 34 años (025)",305,,,,,39,179,87
"De 35 a 39 años (026)",360,,,,5,104,176,75
"De 40 a 44 años (027)",300,,,,14,127,95,64
"De 45 a 49 años (028)",216,,,1,32,113,44,26
"De 50 y más años (029)",770,14,45,146,242,157,9,157
"Desocupada (030)",77,,,2,3,20,31,21
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",14,,,,,,10,4
"De 25 a 29 años (034)",21,,,,,2,12,7
"De 30 a 34 años (035)",11,,,,,3,5,3
"De 35 a 39 años (036)",13,,,,,7,1,5
"De 40 a 44 años (037)",5,,,,,4,1,
"De 45 a 49 años (038)",6,,,1,,3,1,1
"De 50 y más años (039)",6,,,1,3,1,,1
"No PEA (040)",5403,86,238,437,653,936,1768,1285
"De 12 a 14 años (041)",9,,,,,,1,8
"De 15 a 19 años (042)",136,,,,,,84,52
"De 20 a 24 años (043)",533,,,,,,348,185
"De 25 a 29 años (044)",570,,,,,27,407,136
"De 30 a 34 años (045)",548,,,,,75,366,107
"De 35 a 39 años (046)",515,,,,3,164,272,76
"De 40 a 44 años (047)",446,,,,25,168,177,76
"De 45 a 49 años (048)",421,,,1,54,192,99,75
"De 50 y más años (049)",2225,86,238,436,571,310,14,570
,,,,,,,,
"URBANA (060)",5229,67,192,388,600,1019,1634,1329
