"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JORGE BASADRE (000)",8155,489,2518,1262,3999
"Conviviente (001)",2072,136,522,158,1267
"Separado(a) (002)",215,8,67,14,127
"Casado(a) (003)",2841,139,1172,461,1134
"Viudo(a) (004)",208,10,42,14,144
"Divorciado(a) (005)",77,6,30,7,36
"Soltero(a) (006)",2742,190,685,608,1291
"Hombres (008)",5040,260,1711,976,2171
"Conviviente (009)",1183,67,366,118,640
"Separado(a) (010)",124,3,50,9,63
"Casado(a) (011)",1753,78,789,315,619
"Viudo(a) (012)",73,2,18,6,47
"Divorciado(a) (013)",49,4,24,4,18
"Soltero(a) (014)",1858,106,464,524,784
"Mujeres (016)",3115,229,807,286,1828
"Conviviente (017)",889,69,156,40,627
"Separado(a) (018)",91,5,17,5,64
"Casado(a) (019)",1088,61,383,146,515
"Viudo(a) (020)",135,8,24,8,97
"Divorciado(a) (021)",28,2,6,3,18
"Soltero(a) (022)",884,84,221,84,507
,,,,,
"URBANA (024)",5186,294,2058,1087,1854
"Conviviente (025)",1067,76,385,93,521
"Separado(a) (026)",123,3,50,10,61
"Casado(a) (027)",1996,103,1021,408,528
"Viudo(a) (028)",92,8,25,9,52
"Divorciado(a) (029)",46,3,21,6,18
"Soltero(a) (030)",1862,101,556,561,674
"Hombres (032)",3308,165,1386,842,987
"Conviviente (033)",631,42,271,72,251
"Separado(a) (034)",72,2,35,8,28
"Casado(a) (035)",1258,60,685,273,287
"Viudo(a) (036)",27,,9,3,15
"Divorciado(a) (037)",28,2,15,4,8
"Soltero(a) (038)",1292,59,371,482,398
"Mujeres (040)",1878,129,672,245,867
"Conviviente (041)",436,34,114,21,270
"Separado(a) (042)",51,1,15,2,33
"Casado(a) (043)",738,43,336,135,241
"Viudo(a) (044)",65,8,16,6,37
"Divorciado(a) (045)",18,1,6,2,10
"Soltero(a) (046)",570,42,185,79,276
,,,,,
"RURAL (048)",2969,195,460,175,2145
"Conviviente (049)",1005,60,137,65,746
"Separado(a) (050)",92,5,17,4,66
"Casado(a) (051)",845,36,151,53,606
"Viudo(a) (052)",116,2,17,5,92
"Divorciado(a) (053)",31,3,9,1,18
"Soltero(a) (054)",880,89,129,47,617
"Hombres (056)",1732,95,325,134,1184
"Conviviente (057)",552,25,95,46,389
"Separado(a) (058)",52,1,15,1,35
"Casado(a) (059)",495,18,104,42,332
"Viudo(a) (060)",46,2,9,3,32
"Divorciado(a) (061)",21,2,9,,10
"Soltero(a) (062)",566,47,93,42,386
"Mujeres (064)",1237,100,135,41,961
"Conviviente (065)",453,35,42,19,357
"Separado(a) (066)",40,4,2,3,31
"Casado(a) (067)",350,18,47,11,274
"Viudo(a) (068)",70,,8,2,60
"Divorciado(a) (069)",10,1,,1,8
"Soltero(a) (070)",314,42,36,5,231
