"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia AMBO (000)",13643,180,5705,4657,1239,441,194,72,14,,1141
"Conviviente (001)",5322,75,2444,1762,454,137,53,18,4,,375
"Separado(a) (002)",819,11,344,262,93,39,21,3,,,46
"Casado(a) (003)",5100,63,2122,1907,496,167,83,30,6,,226
"Viudo(a) (004)",1412,20,560,514,127,62,25,18,4,,82
"Divorciado(a) (005)",53,1,20,21,2,5,,,,,4
"Soltero(a) (006)",937,10,215,191,67,31,12,3,,,408
,,,,,,,,,,,
"URBANA (008)",4760,58,1792,1644,525,187,95,36,8,,415
"Conviviente (009)",1520,21,605,538,159,44,22,9,1,,121
"Separado(a) (010)",355,5,139,111,49,21,10,3,,,17
"Casado(a) (011)",1970,21,765,729,228,79,44,14,3,,87
"Viudo(a) (012)",516,9,196,174,57,22,12,10,4,,32
"Divorciado(a) (013)",25,,9,12,,4,,,,,
"Soltero(a) (014)",374,2,78,80,32,17,7,,,,158
,,,,,,,,,,,
"RURAL (016)",8883,122,3913,3013,714,254,99,36,6,,726
"Conviviente (017)",3802,54,1839,1224,295,93,31,9,3,,254
"Separado(a) (018)",464,6,205,151,44,18,11,,,,29
"Casado(a) (019)",3130,42,1357,1178,268,88,39,16,3,,139
"Viudo(a) (020)",896,11,364,340,70,40,13,8,,,50
"Divorciado(a) (021)",28,1,11,9,2,1,,,,,4
"Soltero(a) (022)",563,8,137,111,35,14,5,3,,,250
