"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia OTUZCO",,,,,,,,
"Hogares (001)",22236,17158,4260,1227,65,521,339,4429
"Ocupantes presentes (002)",88633,70947,16795,4916,230,2061,1372,15265
"Casa independiente",,,,,,,,
"Hogares (004)",21941,16949,4185,1204,65,514,327,4356
"Ocupantes presentes (005)",87585,70169,16523,4821,230,2025,1326,15036
"Departamento en edificio",,,,,,,,
"Hogares (007)",23,15,15,6,,2,3,5
"Ocupantes presentes (008)",55,42,46,21,,11,11,6
"Vivienda en quinta",,,,,,,,
"Hogares (010)",32,26,18,2,,1,1,4
"Ocupantes presentes (011)",123,102,71,13,,12,5,17
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",89,67,39,14,,4,8,15
"Ocupantes presentes (014)",307,233,142,54,,13,30,49
"Choza o cabaña",,,,,,,,
"Hogares (016)",142,97,1,,,,,45
"Ocupantes presentes (017)",532,387,1,,,,,145
"Vivienda improvisada",,,,,,,,
"Hogares (019)",3,2,1,1,,,,1
"Ocupantes presentes (020)",12,10,7,7,,,,2
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",2,1,1,,,,,
"Ocupantes presentes (023)",6,1,5,,,,,
"Otro tipo",,,,,,,,
"Hogares (025)",4,1,,,,,,3
"Ocupantes presentes (026)",13,3,,,,,,10
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",5858,4496,2757,923,60,383,330,948
"Ocupantes presentes (029)",21010,16664,10571,3645,214,1513,1331,2846
"Casa independiente",,,,,,,,
"Hogares (031)",5708,4386,2683,900,60,376,318,921
"Ocupantes presentes (032)",20502,16277,10300,3550,214,1477,1285,2766
"Departamento en edificio",,,,,,,,
"Hogares (034)",23,15,15,6,,2,3,5
"Ocupantes presentes (035)",55,42,46,21,,11,11,6
"Vivienda en quinta",,,,,,,,
"Hogares (037)",32,26,18,2,,1,1,4
"Ocupantes presentes (038)",123,102,71,13,,12,5,17
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",89,67,39,14,,4,8,15
"Ocupantes presentes (041)",307,233,142,54,,13,30,49
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",3,2,1,1,,,,1
"Ocupantes presentes (047)",12,10,7,7,,,,2
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",1,,1,,,,,
"Ocupantes presentes (050)",5,,5,,,,,
"Otro tipo",,,,,,,,
"Hogares (052)",2,,,,,,,2
"Ocupantes presentes (053)",6,,,,,,,6
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",16378,12662,1503,304,5,138,9,3481
"Ocupantes presentes (056)",67623,54283,6224,1271,16,548,41,12419
"Casa independiente",,,,,,,,
"Hogares (058)",16233,12563,1502,304,5,138,9,3435
"Ocupantes presentes (059)",67083,53892,6223,1271,16,548,41,12270
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",142,97,1,,,,,45
"Ocupantes presentes (071)",532,387,1,,,,,145
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",2,1,,,,,,1
"Ocupantes presentes (080)",7,3,,,,,,4
