"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia SAN MARTIN",,,,,,,
"Hogares (001)",38322,1723,270,326,545,680,35063
"Ocupantes presentes (002)",157756,7381,1268,1663,2482,3227,143116
"Casa independiente",,,,,,,
"Hogares (004)",34144,1562,242,301,502,652,31148
"Ocupantes presentes (005)",143666,6731,1128,1526,2303,3119,130119
"Departamento en edificio",,,,,,,
"Hogares (007)",259,12,1,,3,2,241
"Ocupantes presentes (008)",781,38,3,,16,3,721
"Vivienda en quinta",,,,,,,
"Hogares (010)",2058,61,8,10,18,17,1956
"Ocupantes presentes (011)",5945,209,33,45,79,71,5562
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",418,22,3,3,6,4,383
"Ocupantes presentes (014)",1358,74,13,12,22,19,1230
"Choza o cabaña",,,,,,,
"Hogares (016)",1130,57,16,10,11,5,1037
"Ocupantes presentes (017)",4909,297,91,65,43,15,4446
"Vivienda improvisada",,,,,,,
"Hogares (019)",215,5,,2,4,,205
"Ocupantes presentes (020)",811,22,,15,18,,763
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",73,4,,,1,,68
"Ocupantes presentes (023)",227,10,,,1,,216
"Otro tipo",,,,,,,
"Hogares (025)",25,,,,,,25
"Ocupantes presentes (026)",59,,,,,,59
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",34816,1614,244,293,512,649,31775
"Ocupantes presentes (029)",142969,6835,1144,1468,2319,3097,129407
"Casa independiente",,,,,,,
"Hogares (031)",31773,1510,232,278,480,626,28902
"Ocupantes presentes (032)",133796,6482,1095,1396,2183,3004,120864
"Departamento en edificio",,,,,,,
"Hogares (034)",259,12,1,,3,2,241
"Ocupantes presentes (035)",781,38,3,,16,3,721
"Vivienda en quinta",,,,,,,
"Hogares (037)",2058,61,8,10,18,17,1956
"Ocupantes presentes (038)",5945,209,33,45,79,71,5562
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",418,22,3,3,6,4,383
"Ocupantes presentes (041)",1358,74,13,12,22,19,1230
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",215,5,,2,4,,205
"Ocupantes presentes (047)",811,22,,15,18,,763
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",70,4,,,1,,65
"Ocupantes presentes (050)",222,10,,,1,,211
"Otro tipo",,,,,,,
"Hogares (052)",23,,,,,,23
"Ocupantes presentes (053)",56,,,,,,56
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",3506,109,26,33,33,31,3288
"Ocupantes presentes (056)",14787,546,124,195,163,130,13709
"Casa independiente",,,,,,,
"Hogares (058)",2371,52,10,23,22,26,2246
"Ocupantes presentes (059)",9870,249,33,130,120,115,9255
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",1130,57,16,10,11,5,1037
"Ocupantes presentes (071)",4909,297,91,65,43,15,4446
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",3,,,,,,3
"Ocupantes presentes (077)",5,,,,,,5
"Otro tipo",,,,,,,
"Hogares (079)",2,,,,,,2
"Ocupantes presentes (080)",3,,,,,,3
