"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia TAMBOPATA",,,,,,,
"Viviendas particulares (001)",19105,5707,344,738,10265,655,1396
"Ocupantes presentes (002)",74893,17676,1333,3246,44937,2217,5484
"Casa independiente",,,,,,,
"Viviendas particulares (004)",15094,3376,222,683,9357,453,1003
"Ocupantes presentes (005)",62348,11403,890,3010,41413,1607,4025
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",160,110,,4,36,5,5
"Ocupantes presentes (008)",502,302,,15,155,14,16
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",832,640,,6,140,27,19
"Ocupantes presentes (011)",2443,1702,,37,569,77,58
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1833,1437,,15,297,40,44
"Ocupantes presentes (014)",5368,3786,,57,1238,121,166
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",923,66,97,25,351,101,283
"Ocupantes presentes (017)",3329,255,335,109,1258,314,1058
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",168,47,25,5,60,12,19
"Ocupantes presentes (020)",649,143,108,18,247,44,89
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",67,22,,,21,16,8
"Ocupantes presentes (023)",179,59,,,49,37,34
"Otro tipo",,,,,,,
"Viviendas particulares (025)",28,9,,,3,1,15
"Ocupantes presentes (026)",75,26,,,8,3,38
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",15845,5399,170,681,8484,392,719
"Ocupantes presentes (029)",62582,16643,701,2979,37942,1391,2926
"Casa independiente",,,,,,,
"Viviendas particulares (031)",12781,3137,145,651,7929,295,624
"Ocupantes presentes (032)",53425,10633,593,2852,35679,1099,2569
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",160,110,,4,36,5,5
"Ocupantes presentes (035)",502,302,,15,155,14,16
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",832,640,,6,140,27,19
"Ocupantes presentes (038)",2443,1702,,37,569,77,58
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1833,1437,,15,297,40,44
"Ocupantes presentes (041)",5368,3786,,57,1238,121,166
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",168,47,25,5,60,12,19
"Ocupantes presentes (047)",649,143,108,18,247,44,89
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",61,22,,,21,12,6
"Ocupantes presentes (050)",165,59,,,49,33,24
"Otro tipo",,,,,,,
"Viviendas particulares (052)",10,6,,,1,1,2
"Ocupantes presentes (053)",30,18,,,5,3,4
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3260,308,174,57,1781,263,677
"Ocupantes presentes (056)",12311,1033,632,267,6995,826,2558
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2313,239,77,32,1428,158,379
"Ocupantes presentes (059)",8923,770,297,158,5734,508,1456
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",923,66,97,25,351,101,283
"Ocupantes presentes (071)",3329,255,335,109,1258,314,1058
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",6,,,,,4,2
"Ocupantes presentes (077)",14,,,,,4,10
"Otro tipo",,,,,,,
"Viviendas particulares (079)",18,3,,,2,,13
"Ocupantes presentes (080)",45,8,,,3,,34
