"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SIHUAS (000)",30700,12698,2369,302,15343
"Menos de 1 año (001)",580,455,35,3,87
"De 1 a 14 años (002)",11430,8692,834,143,1765
"De 15 a 29 años (003)",7044,1832,363,65,4787
"De 30 a 44 años (004)",5091,900,626,49,3517
"De 45 a 64 años (005)",4203,544,417,32,3213
"De 65 y mas años (006)",2352,275,94,10,1974
"Hombres (008)",15106,6112,1194,180,7627
"Menos de 1 año (009)",286,225,18,3,40
"De 1 a 14 años (010)",5752,4378,435,75,866
"De 15 a 29 años (011)",3610,857,178,43,2534
"De 30 a 44 años (012)",2394,313,282,33,1767
"De 45 a 64 años (013)",2021,223,230,21,1549
"De 65 y mas años (014)",1043,116,51,5,871
"Mujeres (016)",15594,6586,1175,122,7716
"Menos de 1 año (017)",294,230,17,,47
"De 1 a 14 años (018)",5678,4314,399,68,899
"De 15 a 29 años (019)",3434,975,185,22,2253
"De 30 a 44 años (020)",2697,587,344,16,1750
"De 45 a 64 años (021)",2182,321,187,11,1664
"De 65 y mas años (022)",1309,159,43,5,1103
,,,,,
"URBANA (024)",7977,1992,1881,174,3936
"Menos de 1 año (025)",135,80,28,1,26
"De 1 a 14 años (026)",2563,1290,642,62,569
"De 15 a 29 años (027)",2011,336,286,38,1352
"De 30 a 44 años (028)",1559,148,508,41,863
"De 45 a 64 años (029)",1130,77,342,23,691
"De 65 y mas años (030)",579,61,75,9,435
"Hombres (032)",3997,971,951,107,1971
"Menos de 1 año (033)",68,40,15,1,12
"De 1 a 14 años (034)",1326,648,351,31,296
"De 15 a 29 años (035)",1038,168,137,27,706
"De 30 a 44 años (036)",738,49,224,29,437
"De 45 a 64 años (037)",563,33,185,15,332
"De 65 y mas años (038)",264,33,39,4,188
"Mujeres (040)",3980,1021,930,67,1965
"Menos de 1 año (041)",67,40,13,,14
"De 1 a 14 años (042)",1237,642,291,31,273
"De 15 a 29 años (043)",973,168,149,11,646
"De 30 a 44 años (044)",821,99,284,12,426
"De 45 a 64 años (045)",567,44,157,8,359
"De 65 y mas años (046)",315,28,36,5,247
,,,,,
"RURAL (048)",22723,10706,488,128,11407
"Menos de 1 año (049)",445,375,7,2,61
"De 1 a 14 años (050)",8867,7402,192,81,1196
"De 15 a 29 años (051)",5033,1496,77,27,3435
"De 30 a 44 años (052)",3532,752,118,8,2654
"De 45 a 64 años (053)",3073,467,75,9,2522
"De 65 y mas años (054)",1773,214,19,1,1539
"Hombres (056)",11109,5141,243,73,5656
"Menos de 1 año (057)",218,185,3,2,28
"De 1 a 14 años (058)",4426,3730,84,44,570
"De 15 a 29 años (059)",2572,689,41,16,1828
"De 30 a 44 años (060)",1656,264,58,4,1330
"De 45 a 64 años (061)",1458,190,45,6,1217
"De 65 y mas años (062)",779,83,12,1,683
"Mujeres (064)",11614,5565,245,55,5751
"Menos de 1 año (065)",227,190,4,,33
"De 1 a 14 años (066)",4441,3672,108,37,626
"De 15 a 29 años (067)",2461,807,36,11,1607
"De 30 a 44 años (068)",1876,488,60,4,1324
"De 45 a 64 años (069)",1615,277,30,3,1305
"De 65 y mas años (070)",994,131,7,,856
