"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia GENERAL SANCHEZ CERRO",,,,,,,
"Viviendas particulares (001)",7599,892,60,714,5068,116,749
"Ocupantes presentes (002)",24250,2344,216,2483,16449,324,2434
"Casa independiente",,,,,,,
"Viviendas particulares (004)",7144,803,60,713,4807,109,652
"Ocupantes presentes (005)",23199,2153,216,2481,15822,312,2215
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",3,1,,,1,1,
"Ocupantes presentes (008)",5,3,,,1,1,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",6,6,,,,,
"Ocupantes presentes (011)",7,7,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",120,61,,,54,1,4
"Ocupantes presentes (014)",332,146,,,171,3,12
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",308,16,,1,195,3,93
"Ocupantes presentes (017)",675,26,,2,435,5,207
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,,,,1,1,
"Ocupantes presentes (020)",4,,,,3,1,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",10,1,,,8,1,
"Ocupantes presentes (023)",17,3,,,12,2,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,4,,,2,,
"Ocupantes presentes (026)",11,6,,,5,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",3154,563,31,326,1981,37,216
"Ocupantes presentes (029)",10714,1508,145,1156,6959,131,815
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3013,493,31,326,1918,33,212
"Ocupantes presentes (032)",10349,1348,145,1156,6773,124,803
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",3,1,,,1,1,
"Ocupantes presentes (035)",5,3,,,1,1,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",6,6,,,,,
"Ocupantes presentes (038)",7,7,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",120,61,,,54,1,4
"Ocupantes presentes (041)",332,146,,,171,3,12
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,,,,1,1,
"Ocupantes presentes (047)",4,,,,3,1,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,,,,5,1,
"Ocupantes presentes (050)",8,,,,6,2,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,2,,,2,,
"Ocupantes presentes (053)",9,4,,,5,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4445,329,29,388,3087,79,533
"Ocupantes presentes (056)",13536,836,71,1327,9490,193,1619
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4131,310,29,387,2889,76,440
"Ocupantes presentes (059)",12850,805,71,1325,9049,188,1412
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",308,16,,1,195,3,93
"Ocupantes presentes (071)",675,26,,2,435,5,207
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,1,,,3,,
"Ocupantes presentes (077)",9,3,,,6,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,2,,,,,
"Ocupantes presentes (080)",2,2,,,,,
