"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AYABACA",,,,,,,,,
"Viviendas particulares (001)",1343,707,146,106,101,9,29,18,227
"Ocupantes presentes (002)",6169,3267,592,516,499,50,106,83,1056
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1324,697,145,105,99,9,29,18,222
"Ocupantes presentes (005)",6085,3233,591,511,485,50,106,83,1026
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",7,7,,,,,,,
"Ocupantes presentes (011)",23,23,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,2,1,1,,,,,
"Ocupantes presentes (014)",16,10,1,5,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",8,1,,,2,,,,5
"Ocupantes presentes (017)",45,1,,,14,,,,30
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",317,264,19,10,12,1,,3,8
"Ocupantes presentes (029)",1336,1117,65,45,61,5,,13,30
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",306,255,18,9,12,1,,3,8
"Ocupantes presentes (032)",1297,1084,64,40,61,5,,13,30
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",7,7,,,,,,,
"Ocupantes presentes (038)",23,23,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,2,1,1,,,,,
"Ocupantes presentes (041)",16,10,1,5,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1026,443,127,96,89,8,29,15,219
"Ocupantes presentes (056)",4833,2150,527,471,438,45,106,70,1026
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1018,442,127,96,87,8,29,15,214
"Ocupantes presentes (059)",4788,2149,527,471,424,45,106,70,996
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",8,1,,,2,,,,5
"Ocupantes presentes (071)",45,1,,,14,,,,30
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
