"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia CANTA",,,,,
"Viviendas particulares (001)",353,112,57,105,79
"Ocupantes presentes (002)",1149,334,222,325,268
"Casa independiente",,,,,
"Viviendas particulares (004)",346,110,57,103,76
"Ocupantes presentes (005)",1121,328,222,316,255
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",1,,,,1
"Ocupantes presentes (011)",5,,,,5
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",5,2,,1,2
"Ocupantes presentes (014)",18,6,,4,8
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,,1,
"Ocupantes presentes (023)",5,,,5,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",231,83,35,61,52
"Ocupantes presentes (029)",707,212,135,188,172
"Casa independiente",,,,,
"Viviendas particulares (031)",224,81,35,59,49
"Ocupantes presentes (032)",679,206,135,179,159
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",1,,,,1
"Ocupantes presentes (038)",5,,,,5
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",5,2,,1,2
"Ocupantes presentes (041)",18,6,,4,8
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,,,1,
"Ocupantes presentes (050)",5,,,5,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",122,29,22,44,27
"Ocupantes presentes (056)",442,122,87,137,96
"Casa independiente",,,,,
"Viviendas particulares (058)",122,29,22,44,27
"Ocupantes presentes (059)",442,122,87,137,96
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
