"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANDARAVE (000)",6762,1426,587,163,4587
"Conviviente (001)",1946,346,172,39,1389
"Separado(a) (002)",179,30,18,1,130
"Casado(a) (003)",2206,343,235,73,1556
"Viudo(a) (004)",384,97,12,5,270
"Divorciado(a) (005)",31,5,6,1,19
"Soltero(a) (006)",2016,605,144,44,1223
"Hombres (008)",3582,654,386,118,2425
"Conviviente (009)",1001,151,111,31,708
"Separado(a) (010)",76,4,13,1,58
"Casado(a) (011)",1146,157,154,54,782
"Viudo(a) (012)",142,26,4,3,109
"Divorciado(a) (013)",20,2,4,,14
"Soltero(a) (014)",1197,314,100,29,754
"Mujeres (016)",3180,772,201,45,2162
"Conviviente (017)",945,195,61,8,681
"Separado(a) (018)",103,26,5,,72
"Casado(a) (019)",1060,186,81,19,774
"Viudo(a) (020)",242,71,8,2,161
"Divorciado(a) (021)",11,3,2,1,5
"Soltero(a) (022)",819,291,44,15,469
,,,,,
"URBANA (024)",4443,999,392,121,2932
"Conviviente (025)",1205,237,100,31,837
"Separado(a) (026)",117,17,12,1,87
"Casado(a) (027)",1548,272,167,50,1060
"Viudo(a) (028)",248,64,10,3,171
"Divorciado(a) (029)",24,4,5,1,14
"Soltero(a) (030)",1301,405,98,35,763
"Hombres (032)",2293,449,248,83,1514
"Conviviente (033)",621,99,63,25,434
"Separado(a) (034)",45,1,9,1,34
"Casado(a) (035)",791,124,106,35,527
"Viudo(a) (036)",81,16,3,1,61
"Divorciado(a) (037)",17,2,4,,11
"Soltero(a) (038)",738,207,63,21,447
"Mujeres (040)",2150,550,144,38,1418
"Conviviente (041)",584,138,37,6,403
"Separado(a) (042)",72,16,3,,53
"Casado(a) (043)",757,148,61,15,533
"Viudo(a) (044)",167,48,7,2,110
"Divorciado(a) (045)",7,2,1,1,3
"Soltero(a) (046)",563,198,35,14,316
,,,,,
"RURAL (048)",2319,427,195,42,1655
"Conviviente (049)",741,109,72,8,552
"Separado(a) (050)",62,13,6,,43
"Casado(a) (051)",658,71,68,23,496
"Viudo(a) (052)",136,33,2,2,99
"Divorciado(a) (053)",7,1,1,,5
"Soltero(a) (054)",715,200,46,9,460
"Hombres (056)",1289,205,138,35,911
"Conviviente (057)",380,52,48,6,274
"Separado(a) (058)",31,3,4,,24
"Casado(a) (059)",355,33,48,19,255
"Viudo(a) (060)",61,10,1,2,48
"Divorciado(a) (061)",3,,,,3
"Soltero(a) (062)",459,107,37,8,307
"Mujeres (064)",1030,222,57,7,744
"Conviviente (065)",361,57,24,2,278
"Separado(a) (066)",31,10,2,,19
"Casado(a) (067)",303,38,20,4,241
"Viudo(a) (068)",75,23,1,,51
"Divorciado(a) (069)",4,1,1,,2
"Soltero(a) (070)",256,93,9,1,153
