"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia CARABAYA",,,
"Viviendas particulares (001)",5719,5083,636
"Ocupantes presentes (002)",23022,20388,2634
"Casa independiente",,,
"Viviendas particulares (004)",5395,4772,623
"Ocupantes presentes (005)",22280,19668,2612
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",3,3,
"Ocupantes presentes (011)",15,15,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",300,291,9
"Ocupantes presentes (014)",676,660,16
"Choza o cabaña",,,
"Viviendas particulares (016)",16,15,1
"Ocupantes presentes (017)",44,43,1
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",5,2,3
"Ocupantes presentes (023)",7,2,5
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",4720,4133,587
"Ocupantes presentes (029)",18758,16336,2422
"Casa independiente",,,
"Viviendas particulares (031)",4412,3837,575
"Ocupantes presentes (032)",18060,15659,2401
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",3,3,
"Ocupantes presentes (038)",15,15,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",300,291,9
"Ocupantes presentes (041)",676,660,16
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",5,2,3
"Ocupantes presentes (050)",7,2,5
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",999,950,49
"Ocupantes presentes (056)",4264,4052,212
"Casa independiente",,,
"Viviendas particulares (058)",983,935,48
"Ocupantes presentes (059)",4220,4009,211
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",16,15,1
"Ocupantes presentes (071)",44,43,1
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
